name_common,age,mlb_ID,player_ID,year_ID,team_ID,stint_ID,lg_ID,PA,G,Inn,runs_bat,runs_br,runs_dp,runs_field,runs_infield,runs_outfield,runs_catcher,runs_good_plays,runs_defense,runs_position,runs_position_p,runs_replacement,runs_above_rep,runs_above_avg,runs_above_avg_off,runs_above_avg_def,WAA,WAA_off,WAA_def,WAR,WAR_def,WAR_off,WAR_rep,salary,pitcher,teamRpG,oppRpG,oppRpPA_rep,oppRpG_rep,pyth_exponent,pyth_exponent_rep,waa_win_perc,waa_win_perc_off,waa_win_perc_def,waa_win_perc_rep,OPS_plus,TOB_lg,TB_lg
David Hale,30,571735,haleda02,2018,NYY,1,AL,0,3,10.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,Y,4.57865,4.57865,0.08136,4.57865,1.880,1.880,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Justin Haley,27,595234,haleyju01,2018,BOS,1,AL,0,0,7.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,4.57865,0.08136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Matt Hall,24,664180,hallma02,2018,DET,1,AL,0,1,8.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,Y,4.57865,4.57865,0.08136,4.57865,1.880,1.880,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Cole Hamels,34,430935,hamelco01,2018,CHC,2,NL,25,11,76.3,-3.05,-0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,3.84,0.00,0.8,0.8,0.8,0.1,0.07,0.08,0.00,0.07,0.00,0.08,0.00,23500000,Y,4.39337,4.32337,0.07868,4.24951,1.854,1.845,0.5074,0.5074,0.5005,0.4921,11.6699,7.968,9.761
Cole Hamels,34,430935,hamelco01,2018,TEX,1,AL,2,1,114.3,-0.57,-0.01,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,-0.1,-0.1,-0.1,0.0,-0.01,-0.01,0.00,-0.01,0.00,-0.01,0.00,NULL,Y,4.50865,4.57865,0.08136,4.50699,1.876,1.876,0.4928,0.4928,0.5000,0.4926,-100.0000,0.662,0.869
Billy Hamilton,27,571740,hamilbi02,2018,CIN,1,NL,556,153,1238.3,-23.45,2.64,2.31,4.00,0.00,3.00,0.00,3.00,10.00,3.29,0.00,18.07,12.9,-5.2,-15.2,13.3,-0.78,-1.75,1.30,1.01,1.30,0.04,1.79,4600000,N,4.22396,4.32337,0.07868,4.20526,1.843,1.842,0.4963,0.4893,0.5093,0.4872,68.5736,182.872,212.083
Ian Hamilton,23,641656,hamilia01,2018,CHW,1,AL,0,0,8.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,4.57865,0.08136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Jason Hammel,35,434628,hammeja01,2018,KCR,1,AL,3,2,127.0,-0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.46,0.00,-0.4,-0.4,-0.4,0.0,-0.04,-0.04,0.00,-0.04,0.00,-0.04,0.00,9000000,Y,4.40365,4.57865,0.08136,4.52490,1.869,1.877,0.4818,0.4818,0.5005,0.4945,-100.0000,0.956,1.250
Garrett Hampson,23,641658,hampsga01,2018,COL,1,NL,48,24,99.3,0.18,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.00,1.56,2.4,0.9,0.9,0.6,0.07,0.08,0.05,0.23,0.05,0.24,0.16,NULL,N,4.36003,4.32337,0.07868,4.25837,1.852,1.845,0.5039,0.5039,0.5028,0.4930,103.2447,16.699,17.884
Justin Hancock,27,606995,hancoju01,2018,CHC,1,NL,2,10,12.3,-0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,-0.2,-0.2,-0.2,0.0,-0.03,-0.03,-0.01,-0.03,-0.01,-0.03,0.00,NULL,Y,4.30037,4.32337,0.07868,4.31687,1.848,1.849,0.4975,0.4975,0.5000,0.4993,-100.0000,0.664,0.849
Brad Hand,28,543272,handbr01,2018,CLE,2,AL,0,1,27.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4083333,Y,4.57865,4.57865,0.08136,4.57865,1.880,1.880,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Brad Hand,28,543272,handbr01,2018,SDP,1,NL,1,39,44.3,-0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,-0.1,-0.1,-0.1,0.0,-0.01,-0.01,-0.03,-0.01,-0.03,-0.01,0.00,NULL,Y,4.32055,4.32337,0.07868,4.32254,1.849,1.849,0.4997,0.4997,0.5000,0.4999,-100.0000,0.317,0.404
Eric Hanhold,24,621098,hanhoer01,2018,NYM,1,NL,0,3,2.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,Y,4.32337,4.32337,0.07868,4.32337,1.849,1.849,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Mitch Haniger,27,571745,hanigmi01,2018,SEA,1,AL,683,157,1385.7,34.83,0.17,0.52,-2.00,0.00,5.00,0.00,3.00,6.00,-5.06,0.00,23.94,60.4,36.5,30.5,0.9,3.94,3.22,0.26,6.21,0.26,5.49,2.27,NULL,N,4.77266,4.57865,0.08136,4.42616,1.891,1.871,0.5235,0.5196,0.5006,0.4842,139.4423,212.345,241.559
Alen Hanson,25,593700,hansoal01,2018,SFG,1,NL,310,110,621.3,-3.49,1.79,0.73,0.00,-1.00,1.00,0.00,-2.00,-2.00,1.43,0.00,10.08,8.5,-1.5,0.5,-0.6,-0.29,-0.02,-0.15,0.71,-0.15,0.98,1.00,NULL,N,4.32755,4.32337,0.07868,4.23178,1.850,1.844,0.4985,0.5004,0.4994,0.4901,91.4975,97.442,118.717
Ian Happ,23,664023,happia01,2018,CHC,1,NL,462,142,933.0,2.36,-0.51,-0.84,-8.00,0.00,2.00,0.00,1.00,-5.00,-1.78,0.00,15.02,9.3,-5.8,-0.8,-6.8,-0.78,-0.18,-0.83,0.69,-0.83,1.29,1.47,570000,N,4.31795,4.32337,0.07868,4.21763,1.849,1.843,0.4957,0.4994,0.4949,0.4886,102.4682,153.384,164.243
J.A. Happ,35,457918,happja01,2018,NYY,2,AL,0,0,63.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,4.57865,0.08136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
J.A. Happ,35,457918,happja01,2018,TOR,1,AL,7,2,114.0,0.20,-0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.08,0.00,1.1,1.1,1.1,0.0,0.11,0.11,0.00,0.11,0.00,0.11,0.00,13000000,Y,5.12865,4.57865,0.08136,4.45324,1.911,1.872,0.5540,0.5540,0.5005,0.4870,116.3054,2.213,2.477
Blaine Hardy,31,543278,hardybl01,2018,DET,1,AL,0,3,86.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,795000,Y,4.57865,4.57865,0.08136,4.57865,1.880,1.880,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Bryce Harper,25,547180,harpebr03,2018,WSN,1,NL,695,159,1347.0,24.92,-0.86,-0.07,-15.00,0.00,-6.00,0.00,-3.00,-24.00,-3.23,0.00,21.64,18.4,-3.2,20.8,-27.2,-0.59,2.06,-3.00,1.54,-3.00,4.19,2.13,21625000,N,4.45393,4.32337,0.07868,4.18729,1.857,1.841,0.4979,0.5138,0.4819,0.4853,133.3684,232.547,235.400
Josh Harrison,30,543281,harrijo05,2018,PIT,1,NL,374,97,731.3,-8.81,1.86,-0.47,-3.00,1.00,0.00,0.00,2.00,0.00,2.35,0.00,12.16,7.1,-5.1,-5.1,2.4,-0.68,-0.61,0.18,0.52,0.18,0.59,1.20,10250000,N,4.27110,4.32337,0.07868,4.19806,1.846,1.842,0.4944,0.4944,0.5026,0.4865,79.8528,119.598,140.902
Will Harris,33,501789,harriwi10,2018,HOU,1,AL,0,2,56.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2800000,Y,4.57865,4.57865,0.08136,4.57865,1.880,1.880,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Donnie Hart,27,643354,hartdo01,2018,BAL,1,AL,0,1,19.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,Y,4.57865,4.57865,0.08136,4.57865,1.880,1.880,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Matt Harvey,29,518774,harvema01,2018,CIN,2,NL,50,24,128.0,-10.13,-0.35,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.09,7.69,0.00,-2.7,-2.7,-2.7,0.1,-0.31,-0.30,-0.01,-0.31,-0.01,-0.30,0.00,5625000,Y,4.21045,4.32337,0.07868,4.25566,1.842,1.845,0.4878,0.4878,0.5004,0.4927,-64.3770,15.816,19.357
Matt Harvey,29,518774,harvema01,2018,NYM,1,NL,7,8,27.0,-0.35,-0.02,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.08,0.00,0.5,0.5,0.5,0.0,0.06,0.06,-0.01,0.06,-0.01,0.06,0.00,NULL,Y,4.38837,4.32337,0.07868,4.29493,1.853,1.848,0.5069,0.5069,0.5001,0.4970,61.4735,2.213,2.813
Chris Hatcher,33,501822,hatchch02,2018,OAK,1,AL,0,3,36.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2150000,Y,4.57865,4.57865,0.08136,4.57865,1.880,1.880,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Mike Hauschild,28,623434,hauscmi01,2018,TOR,1,AL,0,0,8.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,4.57865,0.08136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Chase Headley,34,452104,headlch01,2018,SDP,1,NL,60,27,97.7,-6.36,0.11,-0.22,1.00,0.00,0.00,0.00,0.00,1.00,-0.04,0.00,1.95,-3.6,-5.5,-6.5,1.0,-0.62,-0.72,0.08,-0.43,0.08,-0.53,0.19,13000000,N,4.08226,4.32337,0.07868,4.25115,1.834,1.845,0.4777,0.4737,0.5038,0.4922,6.8505,19.044,20.998
Ryon Healy,26,592387,healyry01,2018,SEA,1,AL,524,133,1142.0,-5.84,-0.46,-2.86,-12.00,0.00,0.00,0.00,-1.00,-13.00,-7.03,0.00,18.78,-10.4,-29.2,-16.2,-20.0,-2.82,-1.57,-1.90,-1.04,-1.90,0.21,1.78,NULL,N,4.45692,4.57865,0.08136,4.43749,1.873,1.871,0.4774,0.4874,0.4846,0.4854,90.6001,162.912,199.813
Andrew Heaney,27,571760,heanean01,2018,LAA,1,AL,8,3,180.0,-1.49,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.23,0.00,-0.3,-0.3,-0.3,0.0,-0.04,-0.04,0.00,-0.04,0.00,-0.04,0.00,800000,Y,4.46532,4.57865,0.08136,4.48310,1.873,1.874,0.4883,0.4883,0.5003,0.4901,-30.1988,2.530,3.303
Adeiny Hechavarria,29,588751,hechaad01,2018,NYY,3,AL,37,18,102.0,-2.62,0.13,0.00,-1.00,0.00,0.00,0.00,1.00,0.00,0.65,0.00,1.33,-0.5,-1.8,-1.8,0.7,-0.18,-0.18,0.09,-0.05,0.09,-0.05,0.13,NULL,N,4.47643,4.57865,0.08136,4.50500,1.874,1.875,0.4894,0.4894,0.5037,0.4924,54.5208,11.792,14.998
Adeiny Hechavarria,29,588751,hechaad01,2018,PIT,2,NL,47,15,113.0,-0.89,-0.50,-0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.00,1.53,0.2,-1.3,-1.3,0.7,-0.16,-0.15,0.06,0.00,0.06,0.01,0.16,NULL,N,4.23537,4.32337,0.07868,4.22154,1.844,1.843,0.4905,0.4905,0.5048,0.4890,82.5554,15.110,17.613
Adeiny Hechavarria,29,588751,hechaad01,2018,TBR,1,AL,237,61,512.3,-7.76,-0.07,1.38,-3.00,1.00,0.00,0.00,2.00,0.00,3.10,0.00,8.49,5.1,-3.4,-3.4,3.1,-0.26,-0.30,0.39,0.55,0.39,0.51,0.81,5900000,N,4.52373,4.57865,0.08136,4.43944,1.877,1.872,0.4943,0.4943,0.5052,0.4856,72.6485,73.978,89.187
Austin Hedges,25,595978,hedgeau01,2018,SDP,1,NL,326,91,734.0,-2.05,-0.44,-1.25,-2.00,0.00,0.00,0.00,3.00,1.00,5.40,0.00,10.60,13.3,2.7,1.7,6.4,0.16,0.11,0.61,1.21,0.61,1.16,1.05,553100,N,4.34161,4.32337,0.07868,4.20694,1.850,1.842,0.5031,0.5019,0.5075,0.4874,95.1646,103.472,122.351
Jeremy Hellickson,31,476451,hellije01,2018,WSN,1,NL,35,18,91.3,-7.69,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,5.38,0.00,-2.1,-2.1,-2.1,0.1,-0.24,-0.24,0.00,-0.24,0.00,-0.24,0.00,100000,Y,4.20781,4.32337,0.07868,4.26018,1.842,1.845,0.4875,0.4875,0.5004,0.4932,-59.4164,10.707,13.696
Heath Hembree,29,592390,hembrhe01,2018,BOS,1,AL,1,6,60.0,-0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,-0.1,-0.1,-0.1,0.0,-0.01,-0.01,0.01,-0.01,0.01,-0.01,0.00,581500,Y,4.55698,4.57865,0.08136,4.57268,1.878,1.879,0.4978,0.4978,0.5000,0.4994,-100.0000,0.324,0.424
Kyle Hendricks,28,543294,hendrky01,2018,CHC,1,NL,66,31,199.0,-13.35,-0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,10.15,0.00,-3.3,-3.3,-3.3,0.1,-0.37,-0.36,-0.01,-0.37,-0.01,-0.36,0.00,4175000,Y,4.21724,4.32337,0.07868,4.25418,1.843,1.845,0.4886,0.4886,0.5004,0.4926,-51.2156,20.584,25.464
Liam Hendriks,29,521230,hendrli01,2018,OAK,1,AL,0,2,24.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1900000,Y,4.57865,4.57865,0.08136,4.57865,1.880,1.880,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Guillermo Heredia,27,628338,heredgu01,2018,SEA,1,AL,337,125,850.7,-3.12,-1.48,0.76,-8.00,0.00,2.00,0.00,-1.00,-7.00,0.33,0.00,12.08,1.6,-10.5,-3.5,-6.7,-0.96,-0.29,-0.55,0.19,-0.55,0.86,1.15,NULL,N,4.55057,4.57865,0.08136,4.48205,1.878,1.874,0.4914,0.4971,0.4945,0.4900,86.8387,102.597,118.348
Michael Hermosillo,23,641684,hermomi01,2018,LAA,1,AL,62,31,165.7,-3.00,-0.40,0.20,3.00,0.00,-1.00,0.00,-1.00,1.00,-0.43,0.00,2.22,-0.4,-2.6,-3.6,0.6,-0.25,-0.37,0.09,-0.04,0.09,-0.16,0.21,NULL,N,4.46155,4.57865,0.08136,4.50699,1.873,1.876,0.4912,0.4879,0.5019,0.4926,67.4478,19.604,23.535
Cesar Hernandez,28,514917,hernace02,2018,PHI,1,NL,708,161,1358.7,-0.27,3.56,-0.32,-10.00,2.00,0.00,0.00,0.00,-8.00,4.24,0.00,21.91,21.1,-0.8,7.2,-3.8,-0.34,0.63,-0.52,1.82,-0.52,2.79,2.16,5100000,N,4.36815,4.32337,0.07868,4.18729,1.852,1.841,0.4995,0.5048,0.4975,0.4853,94.1976,232.956,254.584
David Hernandez,33,456696,hernada01,2018,CIN,1,NL,1,53,64.0,-0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,-0.1,-0.1,-0.1,0.0,-0.01,-0.01,-0.04,-0.01,-0.04,-0.01,0.00,2500000,Y,4.32110,4.32337,0.07868,4.32275,1.849,1.849,0.4998,0.4998,0.5000,0.4999,-100.0000,0.330,0.421
Elieser Hernandez,23,622694,hernael01,2018,MIA,1,NL,11,32,65.7,-2.87,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,1.69,0.00,-1.2,-1.2,-1.2,0.0,-0.12,-0.12,-0.02,-0.12,-0.02,-0.12,0.00,1090000,Y,4.28681,4.32337,0.07868,4.31219,1.847,1.849,0.4961,0.4961,0.5001,0.4988,-100.0000,3.507,4.463
Enrique Hernandez,26,571771,hernaen02,2018,LAD,1,NL,462,145,960.9,8.69,4.53,1.32,5.00,-1.00,0.00,0.00,-1.00,3.00,1.64,0.00,15.02,34.2,19.2,16.2,4.6,1.86,1.62,0.38,3.33,0.38,3.09,1.47,1600000,N,4.43495,4.32337,0.07868,4.21982,1.856,1.843,0.5140,0.5118,0.5034,0.4888,117.4696,148.484,166.147
Felix Hernandez,32,433587,hernafe02,2018,SEA,1,AL,4,2,155.7,-1.06,0.00,-0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.62,0.00,-0.9,-0.9,-0.9,0.0,-0.09,-0.09,0.00,-0.09,0.00,-0.09,0.00,26857000,Y,4.14865,4.57865,0.08136,4.50699,1.854,1.876,0.4544,0.4544,0.5005,0.4926,-100.0000,1.244,1.621
Gorkys Hernandez,30,491676,hernago01,2018,SFG,1,NL,451,142,971.3,-6.42,-0.35,-1.11,5.00,0.00,-1.00,0.00,-3.00,1.00,0.03,0.00,14.66,7.8,-6.9,-7.9,1.0,-0.91,-0.93,0.00,0.53,0.00,0.51,1.44,561500,N,4.26809,4.32337,0.07868,4.22014,1.846,1.843,0.4948,0.4941,0.5008,0.4889,86.7220,142.513,167.173
Teoscar Hernandez,25,606192,hernate01,2018,TOR,1,AL,523,134,1069.3,4.88,0.52,-2.17,-11.00,0.00,-1.00,0.00,-2.00,-14.00,-5.61,0.00,18.74,2.4,-16.4,-2.4,-19.6,-1.49,-0.13,-1.85,0.29,-1.85,1.65,1.78,NULL,N,4.56089,4.57865,0.08136,4.43880,1.879,1.872,0.4875,0.4982,0.4851,0.4855,109.0045,165.373,196.540
Dilson Herrera,24,599096,herredi01,2018,CIN,1,NL,97,53,153.7,-2.91,-0.26,0.00,-1.00,0.00,0.00,0.00,0.00,-1.00,-0.08,0.00,3.15,-1.1,-4.3,-3.3,-1.1,-0.50,-0.37,-0.16,-0.19,-0.16,-0.06,0.31,NULL,N,4.26205,4.32337,0.07868,4.26389,1.846,1.846,0.4914,0.4934,0.4978,0.4936,79.6804,31.962,36.610
Kelvin Herrera,28,516969,herreke01,2018,KCR,1,AL,0,2,25.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,Y,4.57865,4.57865,0.08136,4.57865,1.880,1.880,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Kelvin Herrera,28,516969,herreke01,2018,WSN,2,NL,0,20,18.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.02,0.00,-0.02,0.00,0.00,7937500,Y,4.32337,4.32337,0.07868,4.32337,1.849,1.849,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Odubel Herrera,26,546318,herreod01,2018,PHI,1,NL,597,148,1222.3,-6.85,0.53,1.03,-11.00,0.00,-2.00,0.00,1.00,-12.00,2.63,0.00,19.40,4.7,-14.7,-2.7,-9.4,-1.77,-0.39,-1.10,0.15,-1.10,1.53,1.92,3350000,N,4.30540,4.32337,0.07868,4.19227,1.848,1.841,0.4895,0.4981,0.4933,0.4858,94.0140,196.382,231.440
Rosell Herrera,25,594011,herrero02,2018,CIN,1,NL,13,11,10.3,-2.05,-0.35,0.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.42,-1.8,-2.2,-2.2,0.0,-0.24,-0.24,-0.01,-0.19,-0.01,-0.19,0.05,NULL,N,4.12155,4.32337,0.07868,4.28496,1.837,1.847,0.4781,0.4781,0.4999,0.4959,-16.7516,4.284,5.470
Rosell Herrera,25,594011,herrero02,2018,KCR,2,AL,289,75,603.0,-9.50,0.10,-0.07,6.00,0.00,1.00,0.00,1.00,8.00,-1.11,0.00,10.36,7.8,-2.6,-10.6,6.9,-0.17,-1.04,0.79,0.81,0.79,-0.06,0.98,NULL,N,4.43758,4.57865,0.08136,4.44059,1.871,1.872,0.4964,0.4854,0.5095,0.4857,69.4165,91.786,110.399
Chris Herrmann,30,543302,herrmch01,2018,SEA,1,AL,87,36,182.0,0.42,-0.13,0.20,0.00,0.00,0.00,0.00,0.00,0.00,1.31,0.00,3.12,4.9,1.8,1.8,1.3,0.21,0.20,0.17,0.50,0.17,0.49,0.29,NULL,N,4.62865,4.57865,0.08136,4.49206,1.883,1.875,0.5051,0.5051,0.5037,0.4911,107.4057,27.048,30.803
David Hess,24,605276,hessda01,2018,BAL,1,AL,3,3,103.3,-0.23,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.46,0.00,0.2,0.2,0.2,0.0,0.02,0.02,0.00,0.02,0.00,0.02,0.00,NULL,Y,4.65198,4.57865,0.08136,4.54282,1.884,1.878,0.5075,0.5075,0.5003,0.4963,5.3741,0.949,0.826
Jason Heyward,28,518792,heywaja01,2018,CHC,1,NL,489,127,1005.3,-3.63,2.45,2.82,4.00,0.00,4.00,0.00,0.00,8.00,-3.89,0.00,15.89,21.6,5.8,-2.3,4.1,0.44,-0.33,0.34,2.00,0.34,1.23,1.56,28166667,N,4.30565,4.32337,0.07868,4.19823,1.848,1.842,0.5049,0.4981,0.5035,0.4865,94.2010,161.352,186.736
Aaron Hicks,28,543305,hicksaa01,2018,NYY,1,AL,581,137,1165.3,18.78,3.32,3.01,-6.00,0.00,-2.00,0.00,0.00,-8.00,2.94,0.00,20.82,40.9,20.1,28.1,-5.1,2.22,2.96,-0.37,4.20,-0.37,4.94,1.98,2825000,N,4.78339,4.57865,0.08136,4.42670,1.892,1.871,0.5147,0.5207,0.4962,0.4842,126.9063,184.527,199.968
John Hicks,28,543308,hicksjo02,2018,DET,1,AL,312,81,679.0,-3.58,-1.13,0.10,0.00,1.00,0.00,-1.00,-3.00,-3.00,-1.90,0.00,11.18,1.7,-9.5,-6.5,-4.9,-0.87,-0.61,-0.41,0.20,-0.41,0.46,1.07,551300,N,4.49828,4.57865,0.08136,4.44064,1.875,1.872,0.4879,0.4917,0.4938,0.4857,92.1041,100.329,121.565
Jordan Hicks,21,663855,hicksjo03,2018,STL,1,NL,1,67,77.7,-0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,-0.1,-0.1,-0.1,0.0,-0.01,-0.01,-0.05,-0.01,-0.05,-0.01,0.00,545000,Y,4.32173,4.32337,0.07868,4.32288,1.849,1.849,0.4998,0.4998,0.5000,0.4999,-100.0000,0.323,0.412
Kyle Higashioka,28,543309,higasky01,2018,NYY,1,AL,79,29,210.0,-5.04,0.55,-0.22,0.00,0.00,0.00,-1.00,0.00,-1.00,1.35,0.00,2.83,-1.5,-4.4,-3.4,0.4,-0.42,-0.33,0.06,-0.15,0.06,-0.06,0.27,NULL,N,4.46279,4.57865,0.08136,4.48104,1.873,1.874,0.4845,0.4880,0.5012,0.4899,52.1451,25.177,29.995
Trevor Hildenberger,27,657610,hildetr01,2018,MIN,1,AL,0,6,73.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.01,0.00,0.01,0.00,0.00,555000,Y,4.57865,4.57865,0.08136,4.57865,1.880,1.880,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Rich Hill,38,448179,hillri01,2018,LAD,1,NL,45,23,132.7,-8.98,-0.39,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.08,6.92,0.00,-1.6,-1.6,-1.6,0.1,-0.19,-0.18,-0.01,-0.19,-0.01,-0.18,0.00,16666667,Y,4.25337,4.32337,0.07868,4.25978,1.845,1.845,0.4925,0.4925,0.5004,0.4932,-48.8003,13.941,17.772
Tim Hill,28,657612,hillti01,2018,KCR,1,AL,1,5,45.7,-0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,-0.1,-0.1,-0.1,0.0,-0.01,-0.01,0.01,-0.01,0.01,-0.01,0.00,545000,Y,4.55465,4.57865,0.08136,4.57148,1.878,1.879,0.4975,0.4975,0.5000,0.4993,-100.0000,0.319,0.417
Yoshihisa Hirano,34,673633,hiranyo01,2018,ARI,1,NL,1,70,66.3,-0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,-0.1,-0.1,-0.1,0.0,-0.01,-0.01,-0.05,-0.01,-0.05,-0.01,0.00,3000000,Y,4.32165,4.32337,0.07868,4.32290,1.849,1.849,0.4998,0.4998,0.5000,0.4999,-100.0000,0.333,0.426
Jeff Hoffman,25,656546,hoffmje02,2018,COL,1,NL,1,6,8.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.2,0.2,0.2,0.0,0.02,0.02,0.00,0.02,0.00,0.02,0.00,547000,Y,4.34837,4.32337,0.07868,4.31795,1.851,1.849,0.5027,0.5027,0.5000,0.4994,NULL,0.000,0.000
Bryan Holaday,30,592407,holadbr01,2018,MIA,1,NL,166,61,359.3,-11.39,-0.68,-0.62,0.00,0.00,0.00,4.00,2.00,6.00,2.71,0.00,5.40,1.4,-4.0,-10.0,8.7,-0.49,-1.11,0.88,0.02,0.88,-0.60,0.51,1000000,N,4.15976,4.32337,0.07868,4.23493,1.839,1.844,0.4929,0.4823,0.5153,0.4905,45.4080,52.602,61.261
