name_common,age,mlb_ID,player_ID,year_ID,team_ID,stint_ID,lg_ID,PA,G,Inn,runs_bat,runs_br,runs_dp,runs_field,runs_infield,runs_outfield,runs_catcher,runs_good_plays,runs_defense,runs_position,runs_position_p,runs_replacement,runs_above_rep,runs_above_avg,runs_above_avg_off,runs_above_avg_def,WAA,WAA_off,WAA_def,WAR,WAR_def,WAR_off,WAR_rep,salary,pitcher,teamRpG,oppRpG,oppRpPA_rep,oppRpG_rep,pyth_exponent,pyth_exponent_rep,waa_win_perc,waa_win_perc_off,waa_win_perc_def,waa_win_perc_rep,OPS_plus,TOB_lg,TB_lg
Marwin Gonzalez,30,503556,gonzama01,2019,MIN,1,AL,463,114,961.7,-5.88,-1.71,0.35,4.00,0.00,6.00,0.00,1.00,11.00,-3.05,0.00,16.59,17.3,0.7,-10.3,8.0,0.24,-0.93,0.92,1.82,0.92,0.65,1.58,12000000,N,4.86579,4.95606,0.09007,4.81054,1.918,1.915,0.5006,0.4912,0.5068,0.4857,93.6369,149.688,187.042
Marco Gonzales,27,594835,gonzama02,2019,SEA,1,AL,6,2,203.0,0.54,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.96,0.00,1.6,1.6,1.6,0.0,0.14,0.14,0.00,0.14,0.00,0.14,0.00,900000,Y,5.74106,4.95606,0.09007,4.84857,1.965,1.917,0.5717,0.5717,0.5005,0.4895,57.5910,1.570,2.130
Niko Goodrum,27,592348,goodrni01,2019,DET,1,AL,472,112,961.7,-4.66,5.51,0.35,-3.00,-1.00,1.00,0.00,-1.00,-4.00,0.52,0.00,16.91,14.6,-2.3,1.7,-3.5,-0.05,0.24,-0.20,1.56,-0.20,1.85,1.61,670500,N,4.97141,4.95606,0.09007,4.80506,1.924,1.914,0.4980,0.5015,0.4970,0.4852,93.6194,153.778,187.812
Brian Goodwin,28,571718,goodwbr01,2019,LAA,1,AL,458,136,943.7,5.40,0.39,2.13,3.00,0.00,-3.00,0.00,0.00,0.00,-2.68,0.00,16.41,21.7,5.2,5.2,-2.7,0.66,0.57,-0.09,2.21,-0.09,2.12,1.55,583500,N,4.99459,4.95606,0.09007,4.83539,1.925,1.916,0.5037,0.5037,0.4981,0.4882,109.3842,146.514,180.151
Nick Goody,27,580792,goodyni01,2019,CLE,1,AL,0,3,40.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,675000,Y,4.95606,4.95606,0.09007,4.95606,1.923,1.923,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Alex Gordon,35,460086,gordoal01,2019,KCR,1,AL,633,150,1280.3,-3.84,-1.30,-0.16,-1.00,0.00,-2.00,0.00,5.00,2.00,-5.68,0.00,22.68,13.7,-9.0,-11.0,-3.7,-0.64,-0.98,-0.17,1.48,-0.17,1.14,2.12,20000000,N,4.88286,4.95606,0.09007,4.80485,1.919,1.914,0.4942,0.4929,0.4976,0.4852,95.7864,205.147,245.752
Dee Gordon,31,543829,gordode01,2019,SEA,1,AL,421,117,958.3,-10.06,3.24,1.21,-2.00,-2.00,0.00,0.00,-1.00,-5.00,2.69,0.00,15.09,7.2,-7.9,-2.9,-2.3,-0.62,-0.22,-0.07,0.80,-0.07,1.20,1.42,13300000,N,4.93110,4.95606,0.09007,4.82713,1.921,1.916,0.4934,0.4976,0.4981,0.4874,80.9921,131.210,167.457
Terrance Gore,28,605253,gorete01,2019,KCR,1,AL,58,37,150.0,-0.97,-1.04,0.22,3.00,0.00,-1.00,0.00,0.00,2.00,-0.91,0.00,2.08,1.4,-0.7,-2.7,1.1,-0.05,-0.25,0.16,0.14,0.16,-0.06,0.19,650000,N,4.88308,4.95606,0.09007,4.89989,1.919,1.920,0.4981,0.4929,0.5029,0.4945,91.3929,18.827,22.542
Phil Gosselin,30,594838,gosseph01,2019,PHI,1,NL,68,44,76.7,-4.22,0.42,-0.01,-1.00,0.00,-1.00,0.00,0.00,-2.00,0.10,0.00,2.21,-3.5,-5.7,-3.7,-1.9,-0.61,-0.38,-0.23,-0.40,-0.23,-0.17,0.21,NULL,N,4.63582,4.72014,0.08805,4.66991,1.891,1.893,0.4869,0.4915,0.4957,0.4949,56.7031,22.678,29.192
Trevor Gott,26,641627,gotttr01,2019,SFG,1,NL,1,48,52.7,-0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,-0.1,-0.1,-0.1,0.0,-0.01,-0.01,-0.05,-0.01,-0.05,-0.01,0.00,567500,Y,4.71764,4.72014,0.08805,4.71947,1.896,1.896,0.4997,0.4997,0.5000,0.4999,-100.0000,0.323,0.433
Yuli Gurriel,35,493329,gourryu01,2019,HOU,1,AL,612,144,1257.0,19.94,-1.39,0.30,1.00,1.00,0.00,0.00,1.00,3.00,-5.30,0.00,21.93,38.5,16.6,13.6,-2.3,1.82,1.40,-0.05,3.90,-0.05,3.48,2.08,10400000,N,5.05015,4.95606,0.09007,4.80378,1.928,1.914,0.5111,0.5091,0.4984,0.4851,126.1811,200.185,251.488
Matt Grace,30,594840,gracema02,2019,WSN,1,NL,3,50,46.7,-0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.48,0.00,-0.4,-0.4,-0.4,0.0,-0.04,-0.04,-0.05,-0.04,-0.05,-0.04,0.00,576400,Y,4.71214,4.72014,0.08805,4.71819,1.896,1.896,0.4992,0.4992,0.5000,0.4998,-100.0000,1.016,1.370
Curtis Granderson,38,434158,grandcu01,2019,MIA,1,NL,363,138,620.0,-10.11,-3.62,0.38,0.00,0.00,-2.00,0.00,2.00,0.00,-2.92,0.00,11.80,-4.5,-16.3,-16.3,-2.9,-1.79,-1.69,-0.42,-0.64,-0.42,-0.54,1.15,1750000,N,4.60224,4.72014,0.08805,4.63466,1.889,1.891,0.4881,0.4881,0.4979,0.4914,69.3543,117.176,137.293
Yasmani Grandal,30,518735,grandya01,2019,MIL,1,NL,632,153,1247.7,17.56,-4.35,-2.04,-3.00,-1.00,0.00,-8.00,0.00,-12.00,8.01,0.00,20.54,27.7,7.2,19.2,-4.0,0.43,1.82,-0.55,2.44,-0.55,3.83,2.01,16000000,N,4.84550,4.72014,0.08805,4.58590,1.903,1.888,0.5046,0.5125,0.4974,0.4864,118.9273,209.950,229.414
Brusdar Graterol,20,660813,gratebr01,2019,MIN,1,AL,0,0,9.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,4.95606,0.09007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Juan Graterol,30,492802,grateju01,2019,CIN,1,NL,18,6,37.3,-2.20,-0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.59,-1.6,-2.2,-2.2,0.3,-0.23,-0.22,0.02,-0.17,0.02,-0.16,0.06,NULL,N,4.35848,4.72014,0.08805,4.62264,1.875,1.891,0.4627,0.4627,0.5047,0.4901,15.6401,6.026,8.120
Jon Gray,27,592351,grayjo02,2019,COL,1,NL,59,27,150.0,-13.32,-0.24,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.11,9.08,0.07,-4.3,-4.4,-4.4,0.1,-0.47,-0.46,-0.02,-0.46,-0.02,-0.45,0.01,2935000,Y,4.55755,4.72014,0.08805,4.64912,1.887,1.892,0.4835,0.4835,0.5004,0.4928,-52.7059,17.665,22.508
Sonny Gray,29,543243,grayso01,2019,CIN,1,NL,60,32,175.3,-8.87,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,8.74,0.17,0.2,0.0,0.0,0.1,-0.03,-0.01,-0.02,-0.01,-0.02,0.01,0.02,7500000,Y,4.71983,4.72014,0.08805,4.65921,1.896,1.893,0.5000,0.5000,0.5003,0.4939,-0.6236,16.070,20.751
Chad Green,28,643338,greench03,2019,NYY,1,AL,1,2,69.0,-0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,-0.1,-0.1,-0.1,0.0,-0.01,-0.01,0.00,-0.01,0.00,-0.01,0.00,598650,Y,4.89106,4.95606,0.09007,4.93814,1.919,1.922,0.4937,0.4937,0.5000,0.4983,-100.0000,0.321,0.436
Shane Greene,30,572888,greensh02,2019,ATL,2,NL,0,24,24.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.02,0.00,-0.02,0.00,0.00,NULL,Y,4.72014,4.72014,0.08805,4.72014,1.896,1.896,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Shane Greene,30,572888,greensh02,2019,DET,1,AL,0,3,38.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4000000,Y,4.95606,4.95606,0.09007,4.95606,1.923,1.923,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Zach Green,25,608339,greenza01,2019,SFG,1,NL,16,8,36.0,-0.72,-0.28,-0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.52,-0.8,-1.4,-1.4,0.1,-0.15,-0.14,0.00,-0.10,0.00,-0.09,0.05,NULL,N,4.55014,4.72014,0.08805,4.65514,1.886,1.892,0.4827,0.4827,0.5010,0.4934,26.9248,5.165,6.063
Luke Gregerson,35,502381,gregelu01,2019,STL,1,NL,0,6,5.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.01,0.00,-0.01,0.00,0.00,5000000,Y,4.72014,4.72014,0.08805,4.72014,1.896,1.896,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Didi Gregorius,29,544369,gregodi01,2019,NYY,1,AL,344,82,697.3,-6.07,0.87,0.36,-10.00,0.00,0.00,0.00,0.00,-10.00,4.15,0.00,12.33,1.6,-10.7,-0.7,-5.9,-0.91,-0.02,-0.46,0.26,-0.46,1.15,1.17,11750000,N,4.94764,4.95606,0.09007,4.80575,1.922,1.914,0.4875,0.4992,0.4932,0.4853,87.3220,110.286,141.329
Grayson Greiner,26,606988,greingr01,2019,DET,1,AL,224,58,509.0,-16.04,-0.85,-0.06,0.00,0.00,0.00,-2.00,0.00,-2.00,3.80,0.00,8.03,-7.1,-15.2,-13.2,1.8,-1.41,-1.26,0.24,-0.65,0.24,-0.50,0.76,558600,N,4.72933,4.95606,0.09007,4.81768,1.910,1.915,0.4743,0.4777,0.5030,0.4864,46.3788,72.653,92.352
Zack Greinke,35,425844,greinza01,2019,ARI,1,NL,54,24,146.0,1.10,0.36,-0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.10,7.63,0.20,9.2,9.0,9.0,0.1,0.85,0.86,-0.01,0.87,-0.01,0.88,0.02,34500000,Y,5.09348,4.72014,0.08805,4.64702,1.917,1.892,0.5364,0.5364,0.5004,0.4926,120.7459,16.610,21.466
Zack Greinke,35,425844,greinza01,2019,HOU,2,AL,2,1,62.7,0.20,-0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,-0.4,-0.4,-0.4,0.0,-0.04,-0.04,0.00,-0.04,0.00,-0.04,0.00,NULL,Y,4.57606,4.95606,0.09007,4.88440,1.901,1.919,0.4622,0.4622,0.5000,0.4930,165.0128,0.654,0.892
Randal Grichuk,27,545341,grichra01,2019,TOR,1,AL,628,151,1301.3,-7.07,0.15,-2.82,-6.00,0.00,-1.00,0.00,0.00,-7.00,-3.11,0.00,22.50,2.7,-19.9,-12.9,-10.1,-1.70,-1.16,-0.79,0.43,-0.79,0.97,2.13,5000000,N,4.87096,4.95606,0.09007,4.80704,1.918,1.914,0.4872,0.4917,0.4935,0.4854,93.1007,200.520,254.441
Trent Grisham,22,663757,grishtr01,2019,MIL,1,NL,183,51,338.3,-2.92,0.36,0.17,4.00,0.00,0.00,0.00,0.00,4.00,-0.85,0.00,5.95,6.7,0.8,-3.2,3.2,0.00,-0.35,0.27,0.58,0.27,0.23,0.58,NULL,N,4.65661,4.72014,0.08805,4.60353,1.892,1.889,0.5015,0.4936,0.5062,0.4882,90.4347,60.793,69.763
Robbie Grossman,29,543257,grossro01,2019,OAK,1,AL,482,138,976.3,-6.83,-0.37,0.78,6.00,0.00,-3.00,0.00,0.00,3.00,-5.09,0.00,17.27,8.8,-8.5,-11.5,-2.1,-0.66,-1.05,-0.04,0.96,-0.04,0.57,1.62,2000000,N,4.87265,4.95606,0.09007,4.83091,1.918,1.916,0.4940,0.4919,0.4985,0.4878,86.3080,152.601,180.684
Zac Grotz,26,665093,grotzza01,2019,SEA,1,AL,0,2,17.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,Y,4.95606,4.95606,0.09007,4.95606,1.923,1.923,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Deivy Grullon,23,620453,grullde01,2019,PHI,1,NL,9,4,26.0,-1.57,-0.01,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.29,-1.5,-1.8,-1.8,0.0,-0.18,-0.18,0.00,-0.15,0.00,-0.15,0.03,NULL,N,4.28014,4.72014,0.08805,4.64702,1.871,1.892,0.4544,0.4544,0.5010,0.4926,-17.2084,3.002,4.042
Robert Gsellman,25,607229,gsellro01,2019,NYM,1,NL,1,50,63.7,0.32,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.5,0.5,0.5,0.0,0.05,0.05,-0.05,0.05,-0.05,0.05,0.00,582500,Y,4.72934,4.72014,0.08805,4.71949,1.897,1.896,0.5009,0.5009,0.5000,0.4999,NULL,0.320,0.000
Reymin Guduan,27,594056,guduare01,2019,HOU,1,AL,0,0,5.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,4.95606,0.09007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Deolis Guerra,30,500610,guerrde01,2019,MIL,1,NL,0,1,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,Y,4.72014,4.72014,0.08805,4.72014,1.896,1.896,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Javy Guerra,33,457915,guerrja01,2019,TOR,1,AL,0,0,14.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,800000,Y,NULL,4.95606,0.09007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Javy Guerra,33,457915,guerrja01,2019,WSN,2,NL,5,33,53.7,-1.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.80,0.00,-0.7,-0.7,-0.7,0.0,-0.07,-0.07,-0.03,-0.07,-0.03,-0.07,0.00,NULL,Y,4.69984,4.72014,0.08805,4.71522,1.895,1.896,0.4980,0.4980,0.5000,0.4995,-100.0000,1.016,1.370
Javy Guerra,23,642770,guerrja02,2019,SDP,1,NL,0,8,8.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.01,0.00,-0.01,0.00,0.00,NULL,Y,4.72014,4.72014,0.08805,4.72014,1.896,1.896,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Junior Guerra,34,448855,guerrju02,2019,MIL,1,NL,3,65,83.7,-0.10,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.48,0.00,0.4,0.4,0.4,0.0,0.04,0.04,-0.06,0.04,-0.06,0.04,0.00,2225000,Y,4.72599,4.72014,0.08805,4.71864,1.896,1.896,0.5006,0.5006,0.5000,0.4998,74.8166,0.997,1.342
Tayron Guerrero,28,594027,guerrta01,2019,MIA,1,NL,0,48,46.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.05,0.00,-0.05,0.00,0.00,565000,Y,4.72014,4.72014,0.08805,4.72014,1.896,1.896,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Taylor Guerrieri,26,605260,guerrta02,2019,TEX,1,AL,0,1,26.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,Y,4.95606,4.95606,0.09007,4.95606,1.923,1.923,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Vladimir Guerrero Jr.,20,665489,guerrvl02,2019,TOR,1,AL,514,123,1040.3,5.77,-0.58,-0.63,-7.00,0.00,0.00,0.00,-2.00,-9.00,-0.17,0.00,18.42,13.8,-4.6,4.4,-9.2,-0.26,0.50,-0.74,1.49,-0.74,2.25,1.75,NULL,N,4.99175,4.95606,0.09007,4.80633,1.925,1.914,0.4964,0.5035,0.4928,0.4853,105.7872,164.120,201.469
Taylor Guilbeau,26,607555,guilbta01,2019,SEA,1,AL,0,2,12.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,Y,4.95606,4.95606,0.09007,4.95606,1.923,1.923,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Luis Guillorme,24,641645,guilllu01,2019,NYM,1,NL,70,45,111.7,-1.24,-0.28,-0.02,2.00,1.00,0.00,0.00,0.00,3.00,0.63,0.00,2.28,4.4,2.1,-0.9,3.6,0.18,-0.10,0.32,0.40,0.32,0.12,0.22,555960,N,4.69992,4.72014,0.08805,4.66959,1.895,1.893,0.5047,0.4980,0.5081,0.4949,85.1719,21.760,26.169
Lourdes Gurriel Jr.,25,666971,gurrilo01,2019,TOR,1,AL,343,84,698.3,10.52,-0.79,0.39,-6.00,0.00,2.00,0.00,1.00,-3.00,-3.22,0.00,12.29,16.2,3.9,6.9,-6.2,0.50,0.71,-0.49,1.66,-0.49,1.87,1.16,1928571,N,5.03820,4.95606,0.09007,4.80975,1.927,1.915,0.5045,0.5079,0.4928,0.4857,127.2524,109.201,136.339
Jandel Gustave,26,594311,gustaja01,2019,SFG,1,NL,1,20,24.3,-0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,-0.1,-0.1,-0.1,0.0,-0.01,-0.01,-0.02,-0.01,-0.02,-0.01,0.00,NULL,Y,4.71414,4.72014,0.08805,4.71852,1.896,1.896,0.4994,0.4994,0.5000,0.4998,-100.0000,0.323,0.433
Kelvin Gutierrez,24,642721,gutieke01,2019,KCR,1,AL,79,20,178.7,-3.17,0.27,0.41,3.00,0.00,0.00,0.00,0.00,3.00,0.19,0.00,2.83,3.5,0.7,-2.3,3.2,0.10,-0.21,0.34,0.37,0.34,0.06,0.27,NULL,N,4.84106,4.95606,0.09007,4.81453,1.916,1.915,0.5035,0.4888,0.5156,0.4861,74.1730,25.643,32.266
Ronald Guzman,24,608597,guzmaro01,2019,TEX,1,AL,295,87,656.7,-9.03,-2.15,-0.30,4.00,0.00,0.00,0.00,0.00,4.00,-4.18,0.00,10.57,-1.1,-11.7,-15.7,-0.2,-1.04,-1.50,0.09,-0.03,0.09,-0.49,1.01,569500,N,4.77606,4.95606,0.09007,4.83456,1.913,1.916,0.4868,0.4823,0.4998,0.4881,81.3736,99.415,117.990
Jedd Gyorko,30,576397,gyorkje01,2019,LAD,2,NL,39,24,87.0,-5.25,0.13,-0.44,1.00,0.00,0.00,0.00,0.00,1.00,-0.33,0.00,1.27,-3.6,-4.9,-5.9,0.7,-0.52,-0.61,0.05,-0.39,0.05,-0.48,0.13,NULL,N,4.47473,4.72014,0.08805,4.66733,1.882,1.893,0.4791,0.4749,0.5028,0.4947,1.1239,12.698,15.739
Jedd Gyorko,30,576397,gyorkje01,2019,STL,1,NL,62,38,85.3,-3.23,0.49,-0.22,1.00,0.00,0.00,0.00,0.00,1.00,0.21,0.00,2.02,0.3,-1.8,-2.8,1.2,-0.21,-0.29,0.08,-0.02,0.08,-0.10,0.19,13000000,N,4.64777,4.72014,0.08805,4.66712,1.892,1.893,0.4953,0.4927,0.5032,0.4947,52.3240,20.355,24.707
Eric Haase,26,606992,haaseer01,2019,CLE,1,AL,17,10,44.0,-2.72,-0.01,0.00,0.00,0.00,0.00,1.00,-1.00,0.00,0.12,0.00,0.61,-2.0,-2.6,-2.6,0.1,-0.25,-0.26,0.02,-0.19,0.02,-0.20,0.06,NULL,N,4.69506,4.95606,0.09007,4.89515,1.908,1.919,0.4742,0.4742,0.5012,0.4941,-8.3500,5.583,7.165
Josh Hader,25,623352,haderjo01,2019,MIL,1,NL,2,56,75.7,-0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,-0.3,-0.3,-0.3,0.0,-0.03,-0.03,-0.05,-0.03,-0.05,-0.03,0.00,687600,Y,4.71550,4.72014,0.08805,4.71898,1.896,1.896,0.4995,0.4995,0.5000,0.4999,-100.0000,0.664,0.894
Sam Haggerty,25,664059,haggesa01,2019,NYM,1,NL,4,11,5.0,-1.12,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,-0.8,-0.9,-0.9,0.0,-0.09,-0.09,-0.01,-0.08,-0.01,-0.08,0.01,NULL,N,4.63742,4.72014,0.08805,4.70833,1.891,1.895,0.4916,0.4916,0.5000,0.4988,-100.0000,1.280,1.716
Jesse Hahn,29,534910,hahnje01,2019,KCR,1,AL,0,1,4.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,800000,Y,4.95606,4.95606,0.09007,4.95606,1.923,1.923,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
David Hale,31,571735,haleda02,2019,NYY,1,AL,0,0,37.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,4.95606,0.09007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Matt Hall,25,664180,hallma02,2019,DET,1,AL,0,0,23.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,4.95606,0.09007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Cole Hamels,35,430935,hamelco01,2019,CHC,1,NL,46,24,141.7,-7.25,-0.08,-0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.08,7.35,0.00,-0.3,-0.3,-0.3,0.1,-0.05,-0.04,-0.01,-0.05,-0.01,-0.04,0.00,20000000,Y,4.70598,4.72014,0.08805,4.65785,1.895,1.893,0.4986,0.4986,0.5003,0.4937,-9.5834,15.008,18.862
Billy Hamilton,28,571740,hamilbi02,2019,ATL,2,NL,48,26,109.7,-1.36,0.47,0.21,-2.00,0.00,-1.00,0.00,0.00,-3.00,0.29,0.00,1.56,-1.8,-3.4,-0.4,-2.7,-0.36,-0.05,-0.29,-0.21,-0.29,0.10,0.15,NULL,N,4.70514,4.72014,0.08805,4.66014,1.895,1.893,0.4870,0.4985,0.4896,0.4939,80.8468,16.195,18.651
Billy Hamilton,28,571740,hamilbi02,2019,KCR,1,AL,305,93,725.3,-21.67,1.18,2.36,12.00,0.00,0.00,0.00,-1.00,11.00,1.80,0.00,10.93,5.6,-5.3,-16.3,12.8,-0.42,-1.56,1.37,0.62,1.37,-0.52,1.04,4250000,N,4.78046,4.95606,0.09007,4.83855,1.913,1.916,0.4943,0.4828,0.5134,0.4885,45.5491,98.029,121.550
J.D. Hammer,24,670456,hammejd01,2019,PHI,1,NL,1,20,19.0,-0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,-0.1,-0.1,-0.1,0.0,-0.01,-0.01,-0.02,-0.01,-0.02,-0.01,0.00,NULL,Y,4.71364,4.72014,0.08805,4.71852,1.896,1.896,0.4993,0.4993,0.5000,0.4998,-100.0000,0.334,0.449
Garrett Hampson,24,641658,hampsga01,2019,COL,1,NL,327,105,662.3,-14.25,2.52,1.64,1.00,1.00,-1.00,0.00,0.00,1.00,2.72,0.00,10.63,4.3,-6.4,-7.4,3.7,-0.78,-0.79,0.28,0.25,0.28,0.24,1.03,557000,N,4.64995,4.72014,0.08805,4.61893,1.892,1.890,0.4939,0.4929,0.5036,0.4898,65.6618,114.822,143.191
Brad Hand,29,543272,handbr01,2019,CLE,1,AL,0,2,57.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7083333,Y,4.95606,4.95606,0.09007,4.95606,1.923,1.923,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Mitch Haniger,28,571745,hanigmi01,2019,SEA,1,AL,283,63,548.3,4.07,-0.39,-0.25,3.00,0.00,-2.00,0.00,0.00,1.00,-1.19,0.00,9.61,12.9,3.2,2.2,-0.2,0.42,0.25,0.06,1.34,0.06,1.17,0.92,590100,N,4.99161,4.95606,0.09007,4.80356,1.925,1.914,0.5050,0.5034,0.4997,0.4850,108.9437,88.834,104.821
Alen Hanson,26,593700,hansoal01,2019,TOR,1,AL,48,18,121.0,-6.35,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.36,0.00,1.72,-5.0,-6.7,-6.7,-0.4,-0.65,-0.66,-0.01,-0.49,-0.01,-0.50,0.16,NULL,N,4.58217,4.95606,0.09007,4.86051,1.902,1.917,0.4628,0.4628,0.4981,0.4907,9.2648,15.326,18.671
Ian Happ,24,664023,happia01,2019,CHC,1,NL,156,58,303.7,4.94,0.83,-0.01,1.00,0.00,0.00,0.00,0.00,1.00,-0.64,0.00,5.07,11.2,6.1,5.1,0.4,0.54,0.49,-0.03,1.03,-0.03,0.98,0.49,603500,N,4.80842,4.72014,0.08805,4.63273,1.901,1.891,0.5105,0.5088,0.5006,0.4912,125.5981,52.026,62.874
J.A. Happ,36,457918,happja01,2019,NYY,1,AL,4,2,161.3,-1.15,-0.01,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.62,0.00,-0.3,-0.3,-0.3,0.0,-0.03,-0.03,0.00,-0.03,0.00,-0.03,0.00,17000000,Y,4.80106,4.95606,0.09007,4.88440,1.914,1.919,0.4848,0.4848,0.5005,0.4930,-100.0000,0.962,1.309
