,Name,Age,Birth City,Birth Country,Birth Lat,Birth Lng,College,College Lat,College Lng,Position,Points
792,Corey Perry,34,"Peterborough, ON",Canada,,,,,,RW,10
793,Brett Pesce,25,"Tarrytown, NY",USA,,,,,,C,30
794,Nicolas Petan,25,"Delta, BC",Canada,,,,,,D,3
795,Nicolas Petan,25,"Delta, BC",Canada,,,,,,LW,1
796,Calvin Petersen,25,"Waterloo, IA",USA,,,,,,LW,0
797,Alex Petrovic,28,"Edmonton, AB",Canada,,,,,,RW,1
798,Alex Petrovic,28,"Edmonton, AB",Canada,,,,,,LW,1
799,Jeff Petry,32,"Ann Arbor, MI",USA,,,,,,D,46
800,Elias Pettersson,21,Sundsvall,Sweden,,,,,,D,66
801,Marcus Pettersson,23,Skellefteå,Sweden,,,,,,D,6
802,Marcus Pettersson,23,Skellefteå,Sweden,,,,,,D,19
803,Dion Phaneuf,35,"Edmonton, AB",Canada,,,,,,D,6
804,Calvin Pickard,27,"Moncton, NB",Canada,,,,,,D,0
805,Calvin Pickard,27,"Moncton, NB",Canada,,,,,,C,0
806,Blake Pietila,27,"Milford, MI",USA,,,,,,C,1
807,Alex Pietrangelo,30,"King City, ON",Canada,,,,,,C,44
808,Lawrence Pilut,24,Tingsryd,Sweden,,,,,,C,7
809,Neal Pionk,24,"Omaha, NE",USA,,,,,,D,26
810,Brandon Pirri,29,"Toronto, ON",Canada,,,,,,D,19
811,Rem Pitlick,23,"Plymouth, MN",USA,,,,,,RW,0
812,Tyler Pitlick,28,"Minneapolis, MN",USA,,,,,,D,12
813,Tomas Plekanec,37,Kladno,Czech Republic,,,,,,D,1
814,Ryan Poehling,21,"Lakeville, MN",USA,,,,,,D,3
815,Brayden Point,24,"Calgary, AB",Canada,,,,,,C,92
816,Roman Polak,33,Ostrava,Czech Republic,,,,,,C,9
817,Jason Pominville,37,"Repentigny, QC",Canada,,,,,,D,32
818,Derrick Pouliot,26,"Estevan, SK",Canada,,,,,,D,12
819,Carey Price,32,"Anahim Lake, BC",Canada,,,,,,D,1
820,Nate Prosser,33,"Elk River, MN",USA,,,,,,LW,0
821,Dalton Prout,30,"Kingsville, ON",Canada,,,,,,D,2
822,Ivan Provorov,23,Yaroslavl,Russia,,,,,,C,27
823,Matt Puempel,27,"Essex, ON",Canada,,,,,,D,2
824,Jesse Puljujarvi,21,Alvkarleby,Sweden,,,,,,C,9
825,Ryan Pulock,25,"Dauphin, MB",Canada,,,,,,D,37
826,Tom Pyatt,33,"Thunder Bay, ON",Canada,,,,,,LW,2
827,Mark Pysyk,28,"Sherwood Park, AB",Canada,,,,,,RW,11
828,John Quenneville,23,"Edmonton, AB",Canada,,,,,,D,1
829,Jonathan Quick,34,"Milford, CT",USA,,,,,,D,2
830,Alan Quine,27,"Belleville, ON",Canada,,,,,,D,6
831,Antti Raanta,30,Rauma,Finland,,,,,,RW,1
832,Lukas Radil,29,Caslav,Czceh Republic,,,,,,C,11
833,Alexander Radulov,33,Nizhny Tagil,Russia,,,,,,C,73
834,Brogan Rafferty,24,"Dundee, IL",USA,,,,,,LW,0
835,Michael Raffl,31,Villach,Austria,,,,,,RW,20
836,Rickard Rakell,26,Sundbyberg,Sweden,,,,,,RW,44
837,Mikko Rantanen,23,Nousiainen,Finland,,,,,,RW,87
838,Tuukka Rask,33,Savonlinna,Finland,,,,,,C,2
839,Victor Rask,27,Leksand,Sweden,,,,,,C,6
840,Victor Rask,27,Leksand,Sweden,,,,,,D,3
841,Michael Rasmussen,20,"Surrey, BC",Canada,,,,,,RW,18
842,Ty Rattie,27,"Calgary, AB",Canada,,,,,,RW,11
843,Kyle Rau,27,"Eden Prairie, MN",USA,,,,,,D,1
844,Matt Read,33,"Ilderton, ON",Canada,,,,,,RW,1
845,Ryan Reaves,33,"Winnipeg, MB",Canada,,,,,,RW,20
846,Mike Reilly,26,"Chicago, IL",USA,,,,,,C,11
847,James Reimer,32,"Morweena, MB",Canada,,,,,,C,0
848,Sam Reinhart,24,"West Vancouver, BC",Canada,,,,,,LW,68
849,Sheldon Rempal,24,"Calgary, AB",Canada,,,,,,D,0
850,Anthony Richard,23,"Trois-Rivieres, QC",Canada,,,,,,D,0
851,Brad Richardson,35,"Belleville, ON",Canada,,,,,,D,27
852,Tobias Rieder,27,Landshut,Germany,,,,,,LW,11
853,Morgan Rielly,26,"Vancouver, BC",Canada,,,,,,RW,72
854,Juuso Riikola,26,Joensuu,Finland,,,,,,C,5
855,Zac Rinaldo,29,"Mississauga, ON",Canada,,,,,,C,3
856,Pekka Rinne,37,Kempele,Finland,,,,,,RW,0
857,Rasmus Ristolainen,25,Turku,Finland,,,,,,LW,45
858,Brett Ritchie,26,"Orangeville, ON",Canada,,,,,,RW,6
859,Nick Ritchie,24,"Orangeville, ON",Canada,,,,,,C,32
860,David Rittich,27,Jihlava,Czech Republic,,,,,,C,0
861,Eric Robinson,24,"Bellmawr, NJ",USA,,,,,,LW,0
862,Jack Rodewald,26,"Calgary, AB",Canada,,,,,,RW,0
863,Evan Rodrigues,26,"Toronto, ON",Canada,,,,,,C,29
864,Kevin Rooney,26,"Canton, MA",USA,,,,,,C,11
865,Calle Rosen,26,Vaxjo,Sweden,,,,,,C,1
866,Jack Roslovic,23,"Columbus, OH",USA,,,,,,C,24
867,Antoine Roussel,30,Roubaix,France,,,,,,RW,31
868,Carter Rowney,30,"Grande Prairie, AB",Canada,,,,,,RW,22
869,Kevin Roy,26,"Greenfield Park, QC",Canada,,,,,,D,0
870,Matt Roy,25,"Detroit, MI",USA,,,,,,C,8
871,Nicolas Roy,23,"Amos, QC",Canada,,,,,,C,0
872,Chad Ruhwedel,29,"San Diego, CA",USA,,,,,,D,2
873,Kris Russell,32,"Caroline, AB",Canada,,,,,,RW,16
874,Patrick Russell,27,Holte,Denmark,,,,,,C,0
875,Bryan Rust,27,"Pontiac, MI",USA,,,,,,C,35
876,Jan Rutta,29,Pisek,Czech Republic,,,,,,D,6
877,Jan Rutta,29,Pisek,Czech Republic,,,,,,C,2
878,Bobby Ryan,33,"Cherry Hill, NJ",USA,,,,,,LW,42
879,Derek Ryan,33,"Spokane, WA",USA,,,,,,RW,38
880,Joakim Ryan,26,"Rumson, NJ",USA,,,,,,C,8
881,Kerby Rychel,25,"Torrance, CA",USA,,,,,,C,0
882,Brandon Saad,27,"Pittsburgh, PA",USA,,,,,,C,48
883,Miikka Salomaki,27,Raahe,Finland,,,,,,D,8
884,Zach Sanford,25,"Salem, MA",USA,,,,,,RW,20
885,Travis Sanheim,24,"Elkhorn, MB",Canada,,,,,,RW,35
886,Steven Santini,25,"Bronxville, NY",USA,,,,,,D,4
887,Juuse Saros,24,Forssa,Finland,,,,,,D,0
888,Ashton Sautner,25,"Flaxcombe, SK",Canada,,,,,,C,1
889,David Savard,29,"St. Hyacinthe, QC",Canada,,,,,,C,26
890,Luca Sbisa,30,Ozieri,Italy,,,,,,C,1
891,Marco Scandella,30,"Montreal, QC",Canada,,,,,,C,13
892,Colton Sceviour,30,"Red Deer, AB",Canada,,,,,,C,15
893,Tim Schaller,29,"Merrimack, NH",USA,,,,,,C,10
894,Mark Scheifele,27,"Kitchener, ON",Canada,,,,,,D,86
895,Brayden Schenn,28,"Saskatoon, SK",Canada,,,,,,D,56
896,Luke Schenn,30,"Saskatoon, SK",Canada,,,,,,C,0
897,Luke Schenn,30,"Saskatoon, SK",Canada,,,,,,C,2
898,Nikita Scherbak,24,Moscow,Russia,,,,,,D,1
899,Cameron Schilling,31,"Carmel, IN",USA,,,,,,D,1
900,David Schlemko,32,"Edmonton, AB",Canada,,,,,,C,2
901,Jordan Schmaltz,26,"Madison, WI",USA,,,,,,RW,2
902,Nick Schmaltz,24,"Madison, WI",USA,,,,,,LW,11
903,Nick Schmaltz,24,"Madison, WI",USA,,,,,,D,14
904,Nate Schmidt,28,"St. Cloud, MN",USA,,,,,,LW,30
905,Cory Schneider,34,"Marblehead, MA",USA,,,,,,RW,0
906,Jimmy Schuldt,24,"Minnetonka, MN",USA,,,,,,LW,2
907,Justin Schultz,29,"Kelowna, BC",Canada,,,,,,C,15
908,Jaden Schwartz,27,"Wilcox, SK",Canada,,,,,,D,36
909,Brent Seabrook,34,"Richmond, BC",Canada,,,,,,LW,30
910,Lukas Sedlak,27,Ceské Budejovice,Czech Republic,,,,,,RW,6
911,Nick Seeler,26,"Eden Prairie, MN",USA,,,,,,D,7
912,Tyler Seguin,28,"Brampton, ON",Canada,,,,,,C,81
913,Andrej Sekera,33,Bojnice,Slovakia,,,,,,D,5
914,Brett Seney,24,"London, ON",Canada,,,,,,C,13
915,Zach Senyshyn,23,"Ottawa, ON",Canada,,,,,,C,1
916,Mikhail Sergachev,21,Nizhnekamsk,Russia,,,,,,C,32
917,Damon Severson,25,"Melville, SK",Canada,,,,,,RW,40
918,Kevin Shattenkirk,31,"New Rochelle, NY",USA,,,,,,RW,28
919,Andrew Shaw,28,"Belleville, ON",Canada,,,,,,C,47
920,Riley Sheahan,28,"St. Catharines, ON",Canada,,,,,,C,9
921,Riley Sheahan,28,"St. Catharines, ON",Canada,,,,,,LW,10
922,Conor Sheary,27,"Winchester, MA",USA,,,,,,LW,35
923,Kiefer Sherwood,25,"Columbus, OH",USA,,,,,,D,13
924,Kiefer Sherwood,25,"Columbus, OH",USA,,,,,,C,0
925,Kole Sherwood,23,"New Albany, OH",USA,,,,,,RW,0
926,Devin Shore,25,"Ajax, ON",Canada,,,,,,RW,17
927,Devin Shore,25,"Ajax, ON",Canada,,,,,,C,13
928,Jonas Siegenthaler,22,Zurich,Switzerland,,,,,,C,4
929,Dylan Sikura,24,"Aurora, ON",Canada,,,,,,D,8
930,Jakob Silfverberg,29,Gävle,Sweden,,,,,,D,46
931,Radim Simek,27,Mlada Boleslav,Czech Republic,,,,,,RW,9
932,Wayne Simmonds,31,"Scarborough, ON",Canada,,,,,,C,28
933,Wayne Simmonds,31,"Scarborough, ON",Canada,,,,,,C,3
934,Dominik Simon,25,Prague,Czech Republic,,,,,,D,28
935,Colton Sissons,26,"North Vancouver, BC",Canada,,,,,,D,31
936,Jeff Skinner,27,"Toronto, ON",Canada,,,,,,LW,64
937,Brady Skjei,26,"Lakeville, MN",USA,,,,,,LW,25
938,Jaccob Slavin,25,"Denver, CO",USA,,,,,,D,32
939,Brendan Smith,31,"Mimico, ON",Canada,,,,,,C,13
940,C.J. Smith,25,"Des Moines, IA",USA,,,,,,D,2
941,Craig Smith,30,"Madison, WI",USA,,,,,,C,39
942,Gemel Smith,25,"Toronto, ON",Canada,,,,,,RW,3
943,Gemel Smith,25,"Toronto, ON",Canada,,,,,,LW,0
944,Mike Smith,38,"Kingston, ON",Canada,,,,,,LW,3
945,Reilly Smith,29,"Mimico, ON",Canada,,,,,,RW,53
946,Zack Smith,32,"Maple Creek, SK",Canada,,,,,,D,28
947,Devante Smith-Pelly,27,"Scarborough, ON",Canada,,,,,,RW,8
948,Vladimir Sobotka,32,Trebic,Czech Republic,,,,,,C,13
949,Carl Soderberg,34,Malmö,Sweden,,,,,,LW,49
950,Marcus Sorensen,28,Sodertalje,Sweden,,,,,,LW,31
951,Nikita Soshnikov,26,Nizhny Tagil,Russia,,,,,,RW,0
952,Garret Sparks,26,"Elmhurst, IL",USA,,,,,,LW,0
953,Jason Spezza,36,"Toronto, ON",Canada,,,,,,D,27
954,Ryan Spooner,28,"Ottawa, ON",Canada,,,,,,C,2
955,Ryan Spooner,28,"Ottawa, ON",Canada,,,,,,LW,3
956,Ryan Spooner,28,"Ottawa, ON",Canada,,,,,,C,4
957,Daniel Sprong,23,Amsterdam,Netherlands,,,,,,C,4
958,Daniel Sprong,23,Amsterdam,Netherlands,,,,,,C,20
959,Jared Spurgeon,30,"Edmonton, AB",Canada,,,,,,D,43
960,Eric Staal,35,"Thunder Bay, ON",Canada,,,,,,D,52
961,Jordan Staal,31,"Thunder Bay, ON",Canada,,,,,,D,28
962,Marc Staal,33,"Thunder Bay, ON",Canada,,,,,,RW,13
963,Drew Stafford,34,"Milwaukee, WI",USA,,,,,,RW,13
964,Alex Stalock,32,"St. Paul, MN",USA,,,,,,D,2
965,Steven Stamkos,30,"Markham, ON",Canada,,,,,,C,98
966,Paul Stastny,34,"Quebec City, QC",Canada,,,,,,D,42
967,Troy Stecher,26,"Richmond, BC",Canada,,,,,,RW,23
968,Sam Steel,22,"Ardrossan, AB",Canada,,,,,,C,12
969,Alexander Steen,36,"Winnipeg, MB",Canada,,,,,,D,30
970,Lee Stempniak,37,"West Seneca, NY",USA,,,,,,D,0
971,Kevin Stenlund,23,Stockholm,Sweden,,,,,,D,0
972,Derek Stepan,29,"Hastings, MN",USA,,,,,,D,35
973,Chandler Stephenson,25,"Saskatoon, SK",Canada,,,,,,RW,11
974,Riley Stillman,22,"Peterborough, ON",Canada,,,,,,C,0
975,Anthony Stolarz,26,"Edison, NJ",USA,,,,,,LW,0
976,Anthony Stolarz,26,"Edison, NJ",USA,,,,,,LW,0
977,Mark Stone,27,"Winnipeg, MB",Canada,,,,,,RW,62
978,Mark Stone,27,"Winnipeg, MB",Canada,,,,,,RW,11
979,Michael Stone,29,"Winnipeg, MB",Canada,,,,,,D,5
980,Anton Stralman,33,Tibro,Sweden,,,,,,LW,17
981,Ben Street,33,"Coquitlam, BC",Canada,,,,,,D,5
982,Dylan Strome,23,"Mississauga, ON",Canada,,,,,,RW,6
983,Dylan Strome,23,"Mississauga, ON",Canada,,,,,,D,52
984,Ryan Strome,26,"Mississauga, ON",Canada,,,,,,C,2
985,Ryan Strome,26,"Mississauga, ON",Canada,,,,,,RW,34
986,Nico Sturm,24,Augsburg,Germany,,,,,,D,0
987,Malcolm Subban,26,"Toronto, ON",Canada,,,,,,D,0
988,P.K. Subban,30,"Toronto, ON",Canada,,,,,,C,31
989,Libor Sulak,26,Pelhrimov,Czech Republic,,,,,,D,0
990,Oskar Sundqvist,26,Boden,Sweden,,,,,,C,32
991,Antti Suomela,26,Espoo,Finland,,,,,,LW,8
992,Andrej Sustr,29,Plzen,Czech Republic,,,,,,LW,0
993,Ryan Suter,35,"Madison, WI",USA,,,,,,LW,47
994,Brandon Sutter,31,"Huntington, NY",USA,,,,,,LW,6
995,Andrei Svechnikov,20,Barnaul,Russia,,,,,,LW,37
996,Cam Talbot,32,"Caledonia, ON",Canada,,,,,,LW,1
997,Cam Talbot,32,"Caledonia, ON",Canada,,,,,,C,0
998,Brandon Tanev,28,"Toronto, ON",Canada,,,,,,D,29
999,Christopher Tanev,30,"Toronto, ON",Canada,,,,,,C,12
1000,Eric Tangradi,31,"Philadelphia, PA",USA,,,,,,D,1
1001,Vladimir Tarasenko,28,Yaroslavl,Russia,,,,,,C,70
1002,Tomas Tatar,29,Ilava,Slovakia,,,,,,D,58
1003,John Tavares,29,"Mississauga, ON",Canada,,,,,,LW,88
1004,Matt Tennyson,29,"Minneapolis, MN",USA,,,,,,C,0
1005,Teuvo Teravainen,25,Helsinki,Finland,,,,,,D,77
1006,Troy Terry,22,"Denver, CO",USA,,,,,,D,13
1007,Josh Teves,25,"Calgary, AB",Canada,,,,,,C,0
1008,Alexandre Texier,20,St. Martin D'heres,France,,,,,,RW,1
1009,Shea Theodore,24,"Langley, BC",Canada,,,,,,C,37
1010,Robert Thomas,20,"Aurora, ON",Canada,,,,,,C,34
1011,Nate Thompson,35,"Anchorage, AK",USA,,,,,,C,6
1012,Nate Thompson,35,"Anchorage, AK",USA,,,,,,D,7
1013,Tage Thompson,22,"Phoenix, AZ",USA,,,,,,D,12
1014,Chris Thorburn,36,"Sault Ste. Marie, ON",Canada,,,,,,C,0
1015,Joe Thornton,40,"London, ON",Canada,,,,,,LW,52
1016,Chris Tierney,25,"Keswick, ON",Canada,,,,,,C,48
1017,Brady Tkachuk,20,"Scottsdale, AZ",USA,,,,,,D,45
1018,Matthew Tkachuk,22,"Scottsdale, AZ",USA,,,,,,D,78
1019,Devon Toews,26,"Abbotsford, BC",Canada,,,,,,LW,18
1020,Jonathan Toews,31,"Winnipeg, MB",Canada,,,,,,C,83
1021,Tyler Toffoli,27,"Scarborough, ON",Canada,,,,,,D,34
1022,Eeli Tolvanen,20,Vihti,Finland,,,,,,RW,2
1023,Dominic Toninato,26,"Duluth, MN",USA,,,,,,D,1
1024,Vincent Trocheck,26,"Pittsburgh, PA",USA,,,,,,D,35
1025,Zach Trotman,29,"Carmel, IN",USA,,,,,,LW,1
1026,Jacob Trouba,26,"Rochester, MI",USA,,,,,,D,50
1027,Alex Tuch,23,"Syracuse, NY",USA,,,,,,RW,52
1028,Dominic Turgeon,24,"Pointe-Claire, QC",Canada,,,,,,RW,0
1029,Kyle Turris,30,"New Westminster, BC",Canada,,,,,,D,23
1030,Linus Ullmark,26,Lugnvik,Sweden,,,,,,C,1
1031,Urho Vaakanainen,21,Joensuu,Finland,,,,,,D,0
1032,Juuso Valimaki,21,Tampere,Finland,,,,,,LW,3
1033,Thomas Vanek,36,Vienna,Austria,,,,,,LW,36
1034,James van Riemsdyk,30,"Middletown, NJ",USA,,,,,,RW,52
1035,Trevor van Riemsdyk,28,"Middletown, NJ",USA,,,,,,D,14
1036,Semyon Varlamov,31,Samara,Russia,,,,,,C,0
1037,Philip Varone,29,"Vaughan, ON",Canada,,,,,,LW,7
1038,Andrei Vasilevskiy,25,Tyumen,Russia,,,,,,C,3
1039,Sami Vatanen,28,Jyväskylä,Finland,,,,,,C,17
1040,Frank Vatrano,26,"East Longmeadow, MA",USA,,,,,,C,39
1041,Max Veronneau,24,"Ottawa, ON",Canada,,,,,,C,5
1042,Kristian Vesalainen,20,Helsinki,Finland,,,,,,LW,1
1043,Jimmy Vesey,26,"Boston, MA",USA,,,,,,C,35
1044,Jake Virtanen,23,"Langley, BC",Canada,,,,,,RW,25
1045,Marc-Edouard Vlasic,33,"Montreal, QC",Canada,,,,,,C,26
1046,Jakub Voracek,30,Kladno,Czech Republic,,,,,,C,67
1047,Mikhail Vorobyev,23,Ufa,Russia,,,,,,LW,2
1048,Jakub Vrana,24,Prague,Czech Republic,,,,,,C,47
1049,Austin Wagner,22,"Calgary, AB",Canada,,,,,,D,22
1050,Chris Wagner,28,"Walpole, MA",USA,,,,,,D,19
1051,Nathan Walker,26,Cardiff,England,,,,,,D,1
1052,Sean Walker,25,"Keswick, ON",Canada,,,,,,RW,10
1053,Lucas Wallmark,24,Umea,Sweden,,,,,,LW,28
1054,Cam Ward,36,"Saskatoon, SK",Canada,,,,,,LW,1
1055,Austin Watson,28,"Ann Arbor, MI",USA,,,,,,D,16
1056,Jordan Weal,27,"North Vancouver, BC",Canada,,,,,,D,9
1057,Jordan Weal,27,"North Vancouver, BC",Canada,,,,,,LW,2
1058,Jordan Weal,27,"North Vancouver, BC",Canada,,,,,,RW,10
1059,Shea Weber,34,"Sicamous, BC",Canada,,,,,,RW,33
1060,Yannick Weber,31,Morges,Switzerland,,,,,,LW,8
1061,MacKenzie Weegar,26,"Ottawa, ON",Canada,,,,,,D,15
1062,Dale Weise,31,"Winnipeg, MB",Canada,,,,,,D,12
1063,Dale Weise,31,"Winnipeg, MB",Canada,,,,,,RW,0
1064,Andy Welinski,26,"Duluth, MN",USA,,,,,,D,4
1065,Alexander Wennberg,25,Stockholm,Sweden,,,,,,C,25
1066,Zach Werenski,22,"Grosse Pointe, MI",USA,,,,,,C,44
1067,Blake Wheeler,33,"Plymouth, MN",USA,,,,,,D,94
1068,Colin White,23,"Boston, MA",USA,,,,,,D,41
1069,Colton White,22,"London, ON",Canada,,,,,,RW,0
1070,Chris Wideman,30,"St. Louis, MO",USA,,,,,,D,5
1071,Chris Wideman,30,"St. Louis, MO",USA,,,,,,C,2
1072,Chris Wideman,30,"St. Louis, MO",USA,,,,,,RW,0
1073,Justin Williams,38,"Cobourg, ON",Canada,,,,,,D,54
1074,Colin Wilson,30,"Greenwich, CT",USA,,,,,,D,27
1075,Garrett Wilson,29,"Barrie, ON",Canada,,,,,,C,8
1076,Scott Wilson,27,"Oakville, ON",Canada,,,,,,D,3
1077,Tom Wilson,26,"Toronto, ON",Canada,,,,,,C,40
1078,Luke Witkowski,30,"Holland, MI",USA,,,,,,D,2
1079,Christian Wolanin,25,"Quebec City, QC",Canada,,,,,,D,12
1080,Miles Wood,24,"Buffalo, NY",USA,,,,,,D,24
1081,Egor Yakovlev,28,Magnitogorsk,Russia,,,,,,RW,8
1082,Kailer Yamamoto,21,"Spokane, WA",USA,,,,,,D,2
1083,Keith Yandle,33,"Boston, MA",USA,,,,,,C,63
1084,Pavel Zacha,23,Brno,Czech Republic,,,,,,C,28
1085,Filip Zadina,20,Pardubice,Czech Republic,,,,,,D,3
1086,Nikita Zadorov,24,Moscow,Russia,,,,,,D,14
1087,Nikita Zaitsev,28,Moscow,Russia,,,,,,RW,14
1088,Travis Zajac,34,"Winnipeg, MB",Canada,,,,,,D,47
1089,Jakub Zboril,23,Brno,Czech Republic,,,,,,LW,0
1090,Mika Zibanejad,26,Huddinge,Sweden,,,,,,C,76
1091,Mats Zuccarello,32,Oslo,Norway,,,,,,D,37
1092,Mats Zuccarello,32,Oslo,Norway,,,,,,LW,3
1093,Jason Zucker,28,"Newport Beach, CA",USA,,,,,,C,42
1094,Valentin Zykov,24,St. Petersburg,Russia,,,,,,LW,3
1095,Valentin Zykov,24,St. Petersburg,Russia,,,,,,RW,0
1096,Valentin Zykov,24,St. Petersburg,Russia,,,,,,D,3
1097,Rodrigo Abols,24,Riga,Latvia,,,,,,D,0
1098,Sebastian Aho,24,Umea,Sweden,,,,,,D,0
1099,John Albert,31,"Cleveland, OH",USA,,,,,,LW,0
1100,Frederic Allard,22,"St. Sauveur, QC",Canada,,,,,,C,0
1101,Sam Anas,26,"Potomac, MD",USA,,,,,,D,0
1102,Mikey Anderson,20,"Fridley, MN",USA,,,,,,C,0
1103,Andy Andreoff,28,"Pickering, ON",Canada,,,,,,D,0
1104,Anthony Angello,24,"Albany, NY",USA,,,,,,C,0
1105,Victor Antipin,27,Ust-Kamenogorsk,Kazakhstan,,,,,,D,0
1106,Jonathan Aspirot,20,"Mascouche, QC",Canada,,,,,,D,0
1107,Rasmus Asplund,22,Filipstad,Finland,,,,,,LW,0
1108,Riley Barber,26,"Pittsburgh, PA",USA,,,,,,C,0
1109,Cole Bardreau,26,"Fairport, NY",USA,,,,,,C,0
1110,Cody Bass,33,"Owen sound, ON",Canada,,,,,,LW,0
1111,Kyle Bauman,27,"Apopka, FL",USA,,,,,,D,0
1112,Ethan Bear,22,"Regina, SK",Canada,,,,,,C,0
1113,Nicolas Beaudin,20,"Chateauguay, QC",Canada,,,,,,RW,0
1114,Jack Becker,22,"Duluth, MN",USA,,,,,,D,0
1115,Kieffer Bellows,21,"Edina, MN",USA,,,,,,C,0
1116,Emil Bemstrom,20,Nykoping,Sweden,,,,,,LW,0
1117,Andre Benoit,36,"St. Albert, ON",Canada,,,,,,C,0
1118,Simon Benoit,21,"Laval, QC",USA,,,,,,C,0
1119,Tyler Benson,22,"Edmonton, AB",Canada,,,,,,LW,0
1120,Mikhail Berdin,22,Ufa,Russia,,,,,,C,0
1121,Lean Bergmann,21,Hemer,Germany,,,,,,D,0
1122,Jacob Bernard-Docker,19,"Banff, AB",Canada,,,,,,D,0
1123,Steve Bernier,35,"Quebec, QC",Canada,,,,,,C,0
1124,Jean-Francois Berube,28,"Repentigny, QC",Canada,,,,,,C,0
1125,Chris Bigras,25,"Orillia, ON",Canada,,,,,,RW,0
1126,Jake Bischoff,25,"Cambridge, MN",USA,,,,,,C,0
1127,Paul Bittner,23,"Crookston, MN",USA,,,,,,C,0
1128,Tobias Bjornfot,19,Upplands Vasby,Sweden,,,,,,D,0
1129,Joachim Blichfeld,21,Frederikshavn,Denmark,,,,,,LW,0
1130,Michael Blunden,33,"Toronto, ON",Canada,,,,,,RW,0
1131,Adam Boqvist,19,Falun,Sweden,,,,,,C,0
1132,Jesper Boqvist,21,Falun,Sweden,,,,,,C,0
1133,Andreas Borgman,24,Stockholm,Sweden,,,,,,LW,0
1134,Lance Bouma,30,"Provost, AB",Canada,,,,,,D,0
1135,Rene Bourque,38,"Lac La Biche, AB",Canada,,,,,,LW,0
1136,Jeremy Bracco,23,"Freeport, NY",USA,,,,,,RW,0
1137,Chris Breen,30,"Uxbridge, ON",Canada,,,,,,C,0
1138,Alex Broadhurst,27,"New Lenox, IL",USA,,,,,,LW,0
1139,Terry Broadhurst,31,"Orland Park, IL",USA,,,,,,C,0
1140,Adam Brooks,23,"Winnipeg, MB",Canada,,,,,,D,0
1141,Patrick Brown,27,"Bloomfield Hills, MI",USA,,,,,,D,0
1142,Sergei Brylin,46,Moscow,Russia,,,,,,D,0
1143,Connor Bunnaman,21,"Guelph, ON",Canada,,,,,,D,0
1144,Brayden Burke,23,,,,,,,,C,0
1145,Alexander Burmistrov,28,Kazan,Russia,,,,,,D,0
1146,Nicholas Caamano,21,"Ancaster, ON",Canada,,,,,,D,0
1147,Mike Cammalleri,37,"Toronto, ON",Canada,,,,,,C,0
1148,Patrick Cannone,33,"Bayport, NY",USA,,,,,,D,0
1149,Michael Carcone,23,"Ajax, ON",Canada,,,,,,C,0
1150,Greg Carey,30,"Hamilton, ON",Canada,,,,,,C,0
1151,Matt Carkner,39,"Winchester, ON",Canada,,,,,,LW,0
1152,Lucas Carlsson,22,Gävle,Sweden,,,,,,D,0
1153,Alexandre Carrier,23,"Quebec, QC",Canada,,,,,,LW,0
1154,Austin Carroll,26,"Phoenix, AZ",USA,,,,,,RW,0
1155,Ivan Chekhovich,21,Yekaterinburg,Russia,,,,,,D,0
1156,Andrei Chibisov,27,,,,,,,,D,0
1157,Ivan Chukarov,25,"Des Plaines, IL",USA,,,,,,C,0
1158,Kale Clague,21,"Lloydminster, AB",Canada,,,,,,C,0
1159,Christopher Clapperton,26,"Chandler, QC",Canada,,,,,,C,0
1160,Chris Clark,44,"South Windsor, CT",USA,,,,,,LW,0
1161,Kody Clark,20,"Chicago, IL",USA,,,,,,LW,0
1162,Ryane Clowe,37,"St. John's, NL",Canada,,,,,,D,0
1163,Dylan Coghlan,22,"Nanaimo, BC",Canada,,,,,,RW,0
1164,Ryan Collins,23,"Bloomington, MN",USA,,,,,,RW,0
1165,Chris Conner,36,"Westland, MI",USA,,,,,,D,0
1166,Jared Coreau,28,"Perth, ON",Canada,,,,,,LW,0
1167,Frank Corrado,27,"Woodbridge, ON",Canada,,,,,,LW,0
1168,David Cotton,22,"Parker, TX",USA,,,,,,RW,0
1169,Kyle Criscuolo,27,"Southampton, NJ",USA,,,,,,D,0
1170,Tommy Cross,30,"Simsbury, CT",USA,,,,,,C,0
1171,Kyle Cumiskey,33,"Abbotsford, BC",Canada,,,,,,C,0
1172,Craig Cunningham,29,"Trail, BC",Canada,,,,,,C,0
1173,Kevin Czuczman,29,"Port Elgin, ON",Canada,,,,,,C,0
1174,Kirby Dach,19,"Fort Saskatchewan, AB",Canada,,,,,,C,0
1175,Oscar Dansk,26,Stockholm,Sweden,,,,,,RW,0
1176,Jonathan Davidsson,22,Tyreso,Sweden,,,,,,D,0
1177,Rob Davison,39,"St. Catharines, ON",Canada,,,,,,LW,0
1178,Logan Day,25,"Seminole, FL",USA,,,,,,D,0
1179,David Desharnais,33,"Laurier-Station, QC",Canada,,,,,,LW,0
1180,Nick DeSimone,25,"East Amherst, NY",USA,,,,,,LW,0
1181,Philippe Desrosiers,24,"Saint-Hyacinthe, QC",Canada,,,,,,D,0
1182,Josh Dickinson,22,"Georgetown, ON",Canada,,,,,,D,0
1183,Josiah Didier,27,"Littleton, CO",USA,,,,,,LW,0
1184,Emil Djuse,26,Skelleftea,Sweden,,,,,,C,0
1185,Noah Dobson,20,"Summerside, PE",Canada,,,,,,LW,0
