,Name,Birth City,Birth Country,Birth Lat,Birth Lng,College,College Lat,College Lng
1434,Tyler Randell,"Scarborough, ON",Canada,,,,,
1435,Zach Redmond,"Traverse City, MI",USA,,,,,
1436,Matt Register,"Calgary, AB",Canada,,,,,
1437,Brent Regner,"Westlock, AB",Canada,,,,,
1438,Mitch Reinke,"Stillwater, MN",USA,,,,,
1439,Dennis Robertson,"Fort St. John, BC",Canada,,,,,
1440,Jason Robertson,"Arcadia, CA",USA,,,,,
1441,Buddy Robinson,"Bellmawr, NJ",USA,,,,,
1442,Mat Robson,"Toronto, ON",Canada,,,,,
1443,Jeremy Roy,"Richelieu, QC",Canada,,,,,
1444,Kristians Rubins,Riga,Latvia,,,,,
1445,German Rubtsov,Chekhov,Russia,,,,,
1446,Steven Ruggiero,"Kings Park, NY",USA,,,,,
1447,Robbie Russo,"Westmont, IL",USA,,,,,
1448,Aleksi Saarela,Helsinki,Finland,,,,,
1449,Scott Sabourin,"Orleans, ON",Canada,,,,,
1450,Jack Sadek,"Lakeville, MN",USA,,,,,
1451,Ilya Samsonov,Magnitogorsk,Russia,,,,,
1452,Rasmus Sandin,Uppsala,Sweden,,,,,
1453,Cole Schneider,"Williamsville, NY",USA,,,,,
1454,Justin Scott,"Burlington, ON",Canada,,,,,
1455,Gilles Senn,Visp,Switzerland,,,,,
1456,Tom Sestito,"Rome, NY",USA,,,,,
1457,Ben Sexton,"Ottawa, ON",Canada,,,,,
1458,Logan Shaw,"Glace Bay, NS",Canada,,,,,
1459,Mason Shaw,"Wainwright, AB",Canada,,,,,
1460,Wiley Sherman,"Greenwich, CT",USA,,,,,
1461,Igor Shesterkin,Moscow,Russia,,,,,
1462,Hunter Shinkaruk,"Calgary, AB",Canada,,,,,
1463,Drew Shore,"Denver, CO",USA,,,,,
1464,Nicholas Shore,"Denver, CO",USA,,,,,
1465,Patrick Sieloff,"Ann Arbor, MI",USA,,,,,
1466,Tyler Sikura,"Markham, ON",Canada,,,,,
1467,Zach Sill,"Truro, NS",Canada,,,,,
1468,Dillon Simpson,"Edmonton, AB",Canada,,,,,
1469,Stuart Skinner,"Edmonton, AB",Canada,,,,,
1470,Spencer Smallman,"Summerside, PEI",Canada,,,,,
1471,Dalton Smith,"Oshawa, ON",Canada,,,,,
1472,Givani Smith,"Toronto, ON",Canada,,,,,
1473,Jeremy Smith,"Dearborn, MI",USA,,,,,
1474,Trevor Smith,"Ottawa, ON",Canada,,,,,
1475,Tim Soderlund,Skelleftea,Sweden,,,,,
1476,Linus Soderstrom,Stockholm,Sweden,,,,,
1477,Carson Soucy,"Viking, AB",Canada,,,,,
1478,Blake Speers,"Sault Ste. Marie, ON",Canada,,,,,
1479,Logan Stanley,"Waterloo, ON",Canada,,,,,
1480,Ryan Stanton,"St. Albert, AB",Canada,,,,,
1481,Shane Starrett,"Bellingham, MA",USA,,,,,
1482,Oskar Steen,Karlstad,Sweden,,,,,
1483,Devante Stephens,"White Rock, BC",Canada,,,,,
1484,Mitchell Stephens,"Peterborough, ON",Canada,,,,,
1485,John Stevens,"Sea Isle City, NJ",USA,,,,,
1486,Luke Stevens,"Bellair, CA",USA,,,,,
1487,Nolan Stevens,"Brantford, ON",Canada,,,,,
1488,Chris Stewart,"Toronto, ON",Canada,,,,,
1489,Clayton Stoner,"Port McNeill, BC",Canada,,,,,
1490,Brian Strait,"Waltham, MA",USA,,,,,
1491,Marian Studenic,Holic,Slovakia,,,,,
1492,Jack Studnicka,"Tecumseh, ON",Canada,,,,,
1493,Steve Sullivan,"Timmins, ON",Canada,,,,,
1494,Brett Sutter,"Viking, AB",Canada,,,,,
1495,Nick Suzuki,"London, ON",Canada,,,,,
1496,Evgeny Svechnikov,Yuzhno-Sakhalinsk,Russia,,,,,
1497,Viktor Svedberg,Gothenburg,Sweden,,,,,
1498,Jordan Szwarz,"Burlington, ON",Canada,,,,,
1499,Alex Tanguay,"Ste-Justine, QC",Canada,,,,,
1500,Matt Taormina,"Warren, MI",USA,,,,,
1501,Daniil Tarasov,Moscow,Russia,,,,,
1502,Chris Terry,"Brampton, ON",Canada,,,,,
1503,Ben Thomas,"Calgary, AB",Canada,,,,,
1504,Ben Thomson,"Brampton, ON",Canada,,,,,
1505,Calvin Thurkauf,Zug,Switzerland,,,,,
1506,Dmytro Timashov,Kirovograd,UKR,,,,,
1507,Conor Timmins,"St. Catharines, ON",Canada,,,,,
1508,Jarred Tinordi,"Burnsville, MN",USA,,,,,
1509,Owen Tippett,"Peterborough, ON",Canada,,,,,
1510,Nathan Todd,"Ottawa, ON",Canada,,,,,
1511,Dustin Tokarski,"Watson, SK",Canada,,,,,
1512,Sergey Tolchinsky,Moscow,Russia,,,,,
1513,Yakov Trenin,Chelyabinsk,Russia,,,,,
1514,Alexander True,Copenhagen,Denmark,,,,,
1515,Nikita Tryamkin,Yekaterinburg,Russia,,,,,
1516,Joni Tuulola,Hameenlinna,Finland,,,,,
1517,Carsen Twarynski,"Calgary, AB",Canada,,,,,
1518,T.J. Tynan,"Orland Park, IL",USA,,,,,
1519,Dominik Uher,Ostvava,Czech Republic,,,,,
1520,Kirill Ustimenko,Gomel,Belarus,,,,,
1521,Rinat Valiev,Nizhnekamsk,Russia,,,,,
1522,Vitek Vanecek,Havlickuv Brod,Czech Republic,,,,,
1523,Mike Vecchione,"Saugus, MA",USA,,,,,
1524,Lukas Vejdemo,Stockholm,Sweden,,,,,
1525,Hayden Verbeek,"Kingston, ON",Canada,,,,,
1526,Carter Verhaeghe,"Toronto, ON",Canada,,,,,
1527,Nolan Vesey,"North Reading, MA",USA,,,,,
1528,Linden Vey,"Wakaw, SK",Canada,,,,,
1529,Gabriel Vilardi,"Kingston, ON",Canada,,,,,
1530,Dan Vladar,Prague,Czech Republic,,,,,
1531,Alexander Volkov,Moscow,Russia,,,,,
1532,Viatcheslav Voynov,Chelyabinsk,Russia,,,,,
1533,Ryan Wagner,"Park Ridge, IL",USA,,,,,
1534,Oliver Wahlstrom,"Quincy, MA",USA,,,,,
1535,Jake Walman,"Toronto, ON",Canada,,,,,
1536,David Warsofsky,"Marshfield, MA",USA,,,,,
1537,Scott Wedgewood,"Brampton, ON",Canada,,,,,
1538,Anton Wedin,Sundsvall,Sweden,,,,,
1539,Adam Werner,Mariestad,Sweden,,,,,
1540,Ryan White,"Brandon, MB",Canada,,,,,
1541,Zach Whitecloud,"Brandon, MB",Canada,,,,,
1542,Steve Whitney,"Boston, MA",USA,,,,,
1543,Manuel Wiederer,Deggendorf,Germany,,,,,
1544,Adam Wilcox,"South St. Paul, MN",USA,,,,,
1545,Josh Wilkins,"Raleigh, NC",USA,,,,,
1546,Colby Williams,"Regina, SK",Canada,,,,,
1547,Eddie Wittchow,"Burnsville, MN",USA,,,,,
1548,Joseph Woll,"Dardenne Prairie, MO",USA,,,,,
1549,Kyle Wood,"Waterloo, ON",Canada,,,,,
1550,Brendan Woods,"Palmyra, PA",USA,,,,,
1551,Tyler Wotherspoon,"Burnaby, BC",Canada,,,,,
1552,Bogdam Yakimov,Nizhnekamsk,Russia,,,,,
1553,Nail Yakupov,Nizhnekamsk,Russia,,,,,
1554,Alexander Yelesin,Yaroslavl,Russia,,,,,
1555,Jesse Ylonen,Espoo,USA,,,,,
1556,Danil Yurtaykin,Belovo,Russia,,,,,
1557,Jeff Zatkoff,"Detroit, MI",USA,,,,,
1558,Cooper Zech,"South Lyon, MI",USA,,,,,
1559,Harrison Zolnierczyk,"Toronto, ON",Canada,,,,,
