,name,college,lat,lng
475,Dillon Brooks,University of Oregon,44.0448302,-123.0726055
476,Kevin Brooks,University of Louisiana at Lafayette,30.2114404,-92.0204121
477,MarShon Brooks,Providence College,41.8440925,-71.4381653
478,Michael Brooks,La Salle University,40.0386037,-75.1566354
479,Scott Brooks,"University of California, Irvine",33.6404952,-117.8442962
480,Andre Brown,DePaul University,41.9247559,-87.6566465
481,Anthony Brown,Stanford University,37.4274745,-122.169719
482,Bob Brown,Miami University,39.5105334,-84.73087679999999
483,Bobby Brown,"California State University, Fullerton",33.8829226,-117.8869261
484,Chucky Brown,North Carolina State University,35.7846633,-78.6820946
485,Damone Brown,Syracuse University,43.0391534,-76.1351158
486,Darrell Brown,Humboldt State University,40.8747332,-124.0789268
487,Dee Brown,Jacksonville University,30.3530584,-81.6066798
488,Dee Brown,University of Illinois at Urbana-Champaign,40.1019523,-88.2271615
489,Derrick Brown,Xavier University,39.149448,-84.47363740000002
490,Devin Brown,University of Texas at San Antonio,29.5827351,-98.6189053
491,Ernest Brown,Indian Hills Community College,41.044962,-92.394464
492,Fred Brown,University of Iowa,41.6626963,-91.5548998
493,George Brown,Wayne State University,42.3591388,-83.06654619999999
494,Gerald Brown,Pepperdine University,34.0414045,-118.7095814
495,Harold Brown,University of Evansville,37.9733172,-87.53186439999999
496,Jabari Brown,University of Missouri,38.9403808,-92.32773750000001
497,Jaylen Brown,University of California,37.8718992,-122.2585399
498,John Brown,University of Missouri,38.9403808,-92.32773750000001
499,Kedrick Brown,Okaloosa-Walton Community College,30.5394163,-86.475644
501,Larry Brown,University of North Carolina,35.9049122,-79.0469134
502,Leon Brown,University of Wyoming,41.3148754,-105.5665744
503,Lewis Brown,"University of Nevada, Las Vegas",36.1085197,-115.1431709
504,Lorenzo Brown,North Carolina State University,35.7846633,-78.6820946
505,Marcus Brown,Murray State University,36.6163842,-88.3214979
506,Markel Brown,Oklahoma State University,36.1270236,-97.07372219999999
507,Mike Brown,George Washington University,38.8997145,-77.0485992
508,Myron Brown,Slippery Rock University of Pennsylvania,41.0628388,-80.040579
509,P.J. Brown,Louisiana Tech University,32.5282644,-92.6499298
510,Randy Brown,New Mexico State University,32.2787745,-106.7479059
511,Raymond Brown,University of Idaho,46.7288124,-117.0126084
512,Rickey Brown,Mississippi State University,33.4551742,-88.79437659999999
513,Roger Brown,University of Dayton,39.7393,-84.17996749999999
514,Roger Brown,University of Kansas,38.9543439,-95.2557961
515,Shannon Brown,Michigan State University,42.701848,-84.4821719
517,Sterling Brown,Southern Methodist University,32.8412178,-96.78451749999999
518,Tierre Brown,McNeese State University,30.1788135,-93.21685680000002
519,Tony Brown,University of Arkansas,36.0686895,-94.1748471
521,Stanley Brundy,DePaul University,41.9247559,-87.6566465
522,Brian Brunkhorst,Marquette University,43.0388337,-87.92856669999999
523,George Bruns,Manhattan College,40.88978230000001,-73.9027188
524,Rick Brunson,Temple University,39.9805942,-75.1557376
526,Em Bryant,DePaul University,41.9247559,-87.6566465
527,Joe Bryant,La Salle University,40.0386037,-75.1566354
529,Mark Bryant,Seton Hall University,40.7433773,-74.2465446
530,Thomas Bryant,Indiana University,39.1754487,-86.512627
531,Wallace Bryant,University of San Francisco,37.7765643,-122.4507187
532,Torgeir Bryn,Texas State University,29.888411,-97.938351
533,George Bucci,Manhattan College,40.88978230000001,-73.9027188
534,Joe Buckhalter,Tennessee State University,36.1668224,-86.8275815
535,Steve Bucknall,University of North Carolina,35.9049122,-79.0469134
536,Cleveland Buckner,Jackson State University,32.2968851,-90.2064252
537,Greg Buckner,Clemson University,34.6738437,-82.8368654
538,Quinn Buckner,Indiana University,39.1754487,-86.512627
539,Dave Budd,Wake Forest University,36.1355052,-80.2791958
540,Chase Budinger,University of Arizona,32.2318851,-110.9501094
541,Walt Budko,Columbia University,40.8075355,-73.9625727
542,Jud Buechler,University of Arizona,32.2318851,-110.9501094
543,Rodney Buford,Creighton University,41.2655521,-95.94638619999999
544,Matt Bullard,University of Iowa,41.6626963,-91.5548998
545,Reggie Bullock,University of North Carolina,35.9049122,-79.0469134
546,Larry Bunce,Utah State University,41.745161,-111.8097425
547,Greg Bunch,"California State University, Fullerton",33.8829226,-117.8869261
548,Dick Bunt,New York University,40.72951339999999,-73.9964609
549,Bill Buntin,University of Michigan,42.2780436,-83.7382241
550,Bill Bunting,University of North Carolina,35.9049122,-79.0469134
551,Ticky Burden,University of Utah,40.7649368,-111.8421021
552,Pat Burke,Auburn University,32.5933574,-85.4951663
553,Trey Burke,University of Michigan,42.2780436,-83.7382241
554,Roger Burkman,University of Louisville,38.2122761,-85.75850229999999
555,Alec Burks,University of Colorado,40.00758099999999,-105.2659417
556,Antonio Burks,University of Memphis,35.1187498,-89.9374928
557,Kevin Burleson,University of Minnesota,44.97399,-93.2277285
558,Tom Burleson,North Carolina State University,35.7846633,-78.6820946
559,Jack Burmaster,University of Illinois at Urbana-Champaign,40.1019523,-88.2271615
560,David Burns,Saint Louis University,38.6346955,-90.23405869999999
561,Evers Burns,University of Maryland,38.9869183,-76.9425543
562,Jim Burns,Northwestern University,42.0564594,-87.67526699999999
563,Scott Burrell,University of Connecticut,41.8077414,-72.2539805
564,Art Burris,University of Tennessee,35.9544013,-83.92945639999999
565,Junior Burrough,University of Virginia,38.0335529,-78.5079772
566,Bob Burrow,University of Kentucky,38.0306511,-84.5039697
567,Ed Burton,Michigan State University,42.701848,-84.4821719
568,Willie Burton,University of Minnesota,44.97399,-93.2277285
569,Steve Burtt,Iona College,40.92515179999999,-73.78856290000002
570,Don Buse,University of Evansville,37.9733172,-87.53186439999999
571,David Bustion,University of Denver,39.6766174,-104.9618965
572,Donnie Butcher,Pikeville College,37.4791788,-82.5209983
573,Al Butler,Niagara University,43.1369816,-79.0349955
574,Caron Butler,University of Connecticut,41.8077414,-72.2539805
575,Greg Butler,Stanford University,37.4274745,-122.169719
577,Jimmy Butler,Marquette University,43.0388337,-87.92856669999999
578,Mike Butler,University of Memphis,35.1187498,-89.9374928
579,Mitchell Butler,"University of California, Los Angeles",34.068921,-118.4451811
580,Rasual Butler,La Salle University,40.0386037,-75.1566354
581,Dwight Buycks,Marquette University,43.0388337,-87.92856669999999
582,Derrick Byars,Vanderbilt University,36.1447034,-86.8026551
584,Will Bynum,Georgia Institute of Technology,33.7756178,-84.39628499999999
585,Walter Byrd,Temple University,39.9805942,-75.1557376
586,Marty Byrnes,Syracuse University,43.0391534,-76.1351158
587,Tommy Byrnes,Seton Hall University,40.7433773,-74.2465446
588,Michael Bytzura,Long Island University,40.6912319,-73.98106589999999
590,Barney Cable,Bradley University,40.6977743,-89.6153484
592,Jason Caffey,University of Alabama,33.2140233,-87.5391418
593,Michael Cage,San Diego State University,32.7759894,-117.0712533
594,Gerry Calabrese,St. John's University,40.7220627,-73.79421119999999
595,Nick Calathes,University of Florida,29.6436325,-82.3549302
597,Adrian Caldwell,Lamar University,30.03990529999999,-94.0755748
598,Jim Caldwell,Georgia Institute of Technology,33.7756178,-84.39628499999999
599,Joe Caldwell,Arizona State University,33.4242399,-111.9280527
600,Kentavious Caldwell-Pope,University of Georgia,33.9480053,-83.3773221
601,Bill Calhoun,City College of San Francisco,37.72556549999999,-122.4511358
602,Corky Calhoun,University of Pennsylvania,39.9522188,-75.1932137
603,Demetrius Calip,University of Michigan,42.2780436,-83.7382241
604,Tom Callahan,Rockhurst University,39.03092669999999,-94.57155449999999
605,Rick Calloway,University of Kansas,38.9543439,-95.2557961
606,Ernie Calverley,University of Rhode Island,41.4860647,-71.5308537
607,Mack Calvin,University of Southern California,34.0223519,-118.285117
608,Dexter Cambridge,University of Texas at Austin,30.2849185,-97.7340567
609,Marcus Camby,University of Massachusetts Amherst,42.3867598,-72.5300515
610,Elden Campbell,Clemson University,34.6738437,-82.8368654
611,Tony Campbell,Ohio State University,40.0068363,-83.0306222
612,Isaiah Canaan,Murray State University,36.6163842,-88.3214979
613,Larry Cannon,La Salle University,40.0386037,-75.1566354
615,Derrick Caracter,University of Texas at El Paso,31.7709368,-106.5046405
616,Frank Card,South Carolina State University,33.4983441,-80.85014919999999
617,Brian Cardinal,Purdue University,40.4237054,-86.92119459999999
618,Howie Carl,DePaul University,41.9247559,-87.6566465
619,Chet Carlisle,University of California,37.8718992,-122.2585399
620,Geno Carlisle,University of California,37.8718992,-122.2585399
621,Rick Carlisle,University of Virginia,38.0335529,-78.5079772
622,Don Carlos,Otterbein College,40.1255427,-82.93651919999999
623,Al Carlson,University of Oregon,44.0448302,-123.0726055
624,Don Carlson,University of Minnesota,44.97399,-93.2277285
625,Bob Carney,Bradley University,40.6977743,-89.6153484
626,Rodney Carney,University of Memphis,35.1187498,-89.9374928
627,Bob Carpenter,East Texas State University,33.2406645,-95.91041489999999
628,Antoine Carr,Wichita State University,37.7186367,-97.29414140000002
629,Austin Carr,University of Notre Dame,41.7055716,-86.2353388
630,Chris Carr,Southern Illinois University,37.7100209,-89.2225941
631,Cory Carr,Texas Tech University,33.5842591,-101.8782822
632,Kenny Carr,North Carolina State University,35.7846633,-78.6820946
633,M.L. Carr,Guilford College,36.0917988,-79.88873989999999
634,Darel Carrier,Western Kentucky University,36.983537,-86.4573752
635,Bob Carrington,Boston College,42.3355488,-71.16849450000001
636,DeMarre Carroll,University of Missouri,38.9403808,-92.32773750000001
637,Joe Barry Carroll,Purdue University,40.4237054,-86.92119459999999
638,Matt Carroll,University of Notre Dame,41.7055716,-86.2353388
639,Jimmy Carruth,Virginia Polytechnic Institute and State University,37.22838429999999,-80.42341669999999
640,Anthony Carter,University of Hawaii,21.296939,-157.8171118
641,Butch Carter,Indiana University,39.1754487,-86.512627
642,Fred Carter,Mount St. Mary's University,39.6799914,-77.3486971
643,George Carter,St. Bonaventure University,42.0794875,-78.48427029999999
644,Howard Carter,Louisiana State University,30.4132579,-91.1800023
645,Jake Carter,East Texas State University,33.2406645,-95.91041489999999
646,Maurice Carter,Louisiana State University,30.4132579,-91.1800023
647,Reggie Carter,St. John's University,40.7220627,-73.79421119999999
648,Ron Carter,Virginia Military Institute,37.79151,-79.435352
649,Vince Carter,University of North Carolina,35.9049122,-79.0469134
650,Michael Carter-Williams,Syracuse University,43.0391534,-76.1351158
651,Bill Cartwright,University of San Francisco,37.7765643,-122.4507187
652,Jay Carty,Oregon State University,44.5637806,-123.2794443
653,Alex Caruso,Texas A&M University,30.6187558,-96.33647719999999
654,Cornelius Cash,Bowling Green State University,41.3797788,-83.6300826
655,Sam Cash,"University of California, Riverside",33.9737055,-117.3280644
656,Sam Cassell,Florida State University,30.4418778,-84.2984889
658,Harvey Catchings,Hardin-Simmons University,32.4768502,-99.7340564
659,Terry Catledge,University of South Alabama,30.6959406,-88.184236
660,Sid Catlett,University of Notre Dame,41.7055716,-86.2353388
661,Kelvin Cato,Iowa State University,42.0266187,-93.6464654
662,Bobby Cattage,Auburn University,32.5933574,-85.4951663
663,Willie Cauley-Stein,University of Kentucky,38.0306511,-84.5039697
664,Duane Causwell,Temple University,39.9805942,-75.1557376
665,Tyler Cavanaugh,George Washington University,38.8997145,-77.0485992
666,Ron Cavenall,Texas Southern University,29.7214214,-95.35926909999999
667,Cedric Ceballos,"California State University, Fullerton",33.8829226,-117.8869261
668,John Celestand,Villanova University,40.0378952,-75.34333149999999
670,Lionel Chalmers,Xavier University,39.149448,-84.47363740000002
671,Mario Chalmers,University of Kansas,38.9543439,-95.2557961
672,Bill Chamberlain,University of North Carolina,35.9049122,-79.0469134
673,Wilt Chamberlain,University of Kansas,38.9543439,-95.2557961
674,Jerry Chambers,University of Utah,40.7649368,-111.8421021
675,Tom Chambers,University of Utah,40.7649368,-111.8421021
676,Mike Champion,Gonzaga University,47.66703210000001,-117.4014343
678,Wilson Chandler,DePaul University,41.9247559,-87.6566465
679,Don Chaney,University of Houston,29.7199489,-95.3422334
680,John Chaney,Louisiana State University,30.4132579,-91.1800023
681,Rex Chapman,University of Kentucky,38.0306511,-84.5039697
682,Wayne Chapman,Western Kentucky University,36.983537,-86.4573752
683,Len Chappell,Wake Forest University,36.1355052,-80.2791958
684,Ken Charles,Fordham University,40.8620404,-73.88569869999999
685,Lorenzo Charles,North Carolina State University,35.7846633,-78.6820946
686,Calbert Cheaney,Indiana University,39.1754487,-86.512627
687,Maurice Cheeks,West Texas A&M University,34.9816909,-101.9160329
688,Phil Chenier,University of California,37.8718992,-122.2585399
689,Will Cherry,University of Montana,46.8600672,-113.9852081
690,Derrick Chievous,University of Missouri,38.9403808,-92.32773750000001
691,Pete Chilcutt,University of North Carolina,35.9049122,-79.0469134
692,Josh Childress,Stanford University,37.4274745,-122.169719
693,Randolph Childress,Wake Forest University,36.1355052,-80.2791958
694,Chris Childs,Boise State University,43.6028311,-116.201767
695,Leroy Chollet,Canisius College,42.9248338,-78.8514848
696,Jim Chones,Marquette University,43.0388337,-87.92856669999999
697,Marquese Chriss,University of Washington,47.6912794,-122.3176141
698,Fred Christ,Fordham University,40.8620404,-73.88569869999999
699,Cal Christensen,University of Toledo,41.6578804,-83.6142374
700,Bob Christian,Grambling State University,32.5206702,-92.7189283
701,Doug Christie,Pepperdine University,34.0414045,-118.7095814
702,Dionte Christmas,Temple University,39.9805942,-75.1557376
703,Rakeem Christmas,Syracuse University,43.0391534,-76.1351158
704,Semaj Christon,Xavier University,39.149448,-84.47363740000002
705,Patrick Christopher,University of California,37.8718992,-122.2585399
706,Stephen Chubin,University of Rhode Island,41.4860647,-71.5308537
707,Robert Churchwell,Georgetown University,38.9076089,-77.07225849999999
708,Archie Clark,University of Minnesota,44.97399,-93.2277285
709,Carlos Clark,University of Mississippi,34.3647324,-89.538443
710,Earl Clark,University of Louisville,38.2122761,-85.75850229999999
711,Ian Clark,Belmont University,36.1329081,-86.7941702
712,Keon Clark,"University of Nevada, Las Vegas",36.1085197,-115.1431709
713,Richard Clark,Eastern Kentucky University,37.7353214,-84.298672
714,Coty Clarke,University of Arkansas,36.0686895,-94.1748471
715,Jordan Clarkson,University of Missouri,38.9403808,-92.32773750000001
716,Gian Clavell,Colorado State University,40.573436,-105.0865473
718,John Clawson,University of Michigan,42.2780436,-83.7382241
719,Charles Claxton,University of Georgia,33.9480053,-83.3773221
720,Speedy Claxton,Hofstra University,40.7166872,-73.5993965
721,Jim Cleamons,Ohio State University,40.0068363,-83.0306222
